surname,team_name,position,cost,goal_points,assist_points,clean_points,conceded_points,defcon_points,appearance_points,bonus_points,xPoints
Pau,Aston Villa,DEF,45,7.98,1.17,11.740350877192983,-1.4675438596491228,3.18476094142486,39.0,2.0,63.607567958968716
De Ligt,Man Utd,DEF,50,8.28,2.4899999999999998,12.31578947368421,-1.368421052631579,8.122137175441752,26.0,5.0,60.839505596494384
Dominguez,Nott'm Forest,MID,50,7.35,2.31,2.049122807017544,-0.0,10.978727202820714,35.0,3.0,60.68785000983826
Aina,Nott'm Forest,DEF,45,2.46,2.52,11.136842105263158,-4.176315789473684,7.377112701286296,36.0,5.0,60.31763901707578
Elanga,Newcastle,MID,60,8.25,5.22,3.4263157894736844,-0.0,0.017195710684434797,43.0,0.0,59.913511500158116
Robertson,Spurs,DEF,45,6.6000000000000005,4.199999999999999,13.625730994152047,-2.3845029239766085,0.8659821928060535,33.0,4.0,59.90721026298149
Aït-Nouri,Man City,DEF,55,3.18,6.029999999999999,13.628070175438598,-1.419590643274854,2.139332320499701,27.0,9.0,59.55781185266344
Christie,Bournemouth,MID,50,9.05,2.37,3.1456140350877195,-0.0,9.970367171414114,33.0,2.0,59.53598120650184
Diarra,Sunderland,MID,55,16.35,2.55,2.0511695906432745,-0.0,0.188135725682414,35.0,3.0,59.13930531632569
Longstaff,Leeds,MID,50,6.15,5.61,3.2260233918128653,-0.0,6.432171973334967,32.0,5.0,58.41819536514784
Mings,Aston Villa,DEF,45,7.800000000000001,1.26,9.277192982456139,-1.1596491228070174,5.860142104101723,31.0,4.0,58.037685963750846
Delap,Chelsea,FWD,55,18.16,0.6900000000000001,0.0,-0.0,0.006358648049439915,38.0,1.0,57.85635864804944
Kamara,Aston Villa,MID,50,2.6500000000000004,2.52,2.473684210526316,-0.0,7.806575754064201,34.0,7.0,56.450259964590515
Mount,Man Utd,MID,55,7.800000000000001,4.86,2.657894736842105,-0.0,4.617306257130554,33.0,3.0,55.93520099397266
Estêvão,Chelsea,MID,65,14.55,6.42,1.4719298245614036,-0.0,0.3776163200024566,29.0,4.0,55.81954614456386
Diakité,Bournemouth,DEF,50,0.12,0.5700000000000001,16.403508771929825,-3.3552631578947367,8.952317228703867,31.0,2.0,55.690562842738956
Odobert,Spurs,MID,55,9.6,3.63,2.8421052631578947,-0.0,1.2835501439492794,32.0,6.0,55.35565540710718
Frimpong,Liverpool,DEF,55,3.0,4.65,18.105263157894736,-2.414035087719298,0.0090382426939757,31.0,1.0,55.350266312869415
Mazraoui,Man Utd,DEF,45,1.1400000000000001,1.0499999999999998,10.28421052631579,-1.1426900584795323,7.984967648643782,30.0,6.0,55.316488116480045
Schär,Newcastle,DEF,50,5.82,1.7999999999999998,11.463157894736842,-2.8657894736842104,11.584809098557477,27.0,0.0,54.80217751961011
Rayan,Bournemouth,MID,65,13.35,5.5200000000000005,3.5701754385964914,-0.0,0.9628599495894617,28.0,3.0,54.403035388185955
McNeil,Everton,MID,55,6.8500000000000005,5.7299999999999995,2.376315789473684,-0.0,4.138345417304391,34.0,1.0,54.09466120677808
Martinez,Man Utd,DEF,50,0.8999999999999999,1.7999999999999998,12.936842105263157,-1.4374269005847953,6.708587643038273,30.0,3.0,53.90800284771663
Henry,Brentford,DEF,45,1.08,1.62,13.915789473684208,-3.092397660818713,0.5960001361575017,38.0,0.0,52.119391949023
Gruev,Leeds,MID,50,2.45,2.58,4.239181286549708,-0.0,2.841027987843969,37.0,3.0,52.110209274393675
Kluivert,Bournemouth,MID,60,11.55,4.65,3.0394736842105265,-0.0,0.5194086566193977,29.0,3.0,51.75888234082993
Savinho,Man City,MID,65,12.5,4.7700000000000005,2.8666666666666663,-0.0,0.6147360806489792,30.0,1.0,51.751402747315645
Ndoye,Nott'm Forest,MID,55,5.25,4.53,2.0473684210526315,-0.0,1.911974685144729,34.0,4.0,51.73934310619736
Ugarte,Man Utd,MID,50,3.5999999999999996,0.48,2.3052631578947365,-0.0,15.310519725772409,30.0,0.0,51.69578288366715
Udogie,Spurs,DEF,45,1.08,2.16,15.614035087719298,-2.732456140350877,0.5674738200539157,33.0,1.0,50.68905276742234
Smith,Bournemouth,DEF,45,0.0,0.6900000000000001,13.8046783625731,-2.823684210526316,1.7968013597384425,33.0,4.0,50.467795511785226
Gallagher,Spurs,MID,55,6.15,2.0999999999999996,3.45906432748538,-0.0,6.334841011928494,29.0,3.0,50.04390533941387
Heaven,Man Utd,DEF,45,2.04,0.54,9.68421052631579,-1.0760233918128654,8.698674066750975,27.0,3.0,49.8868612012539
Bogarde,Aston Villa,MID,50,0.0,0.6000000000000001,1.8280701754385964,-0.0,4.331319233101492,38.0,4.0,48.75938940854009
Bobb,Fulham,MID,55,7.35,6.300000000000001,1.2046783625730995,-0.0,0.8869178582913494,33.0,0.0,48.74159622086445
Livramento,Newcastle,DEF,50,0.78,2.67,13.957894736842105,-3.4894736842105263,0.5870656121488369,31.0,3.0,48.50548666478042
Barkley,Aston Villa,MID,50,7.9,3.7800000000000002,1.480701754385965,-0.0,1.9546327851683285,28.0,5.0,48.1153345395543
Hato,Chelsea,DEF,45,1.7999999999999998,1.83,7.99298245614035,-2.9973684210526312,6.622123665922703,32.0,0.0,47.24773770101042
Wood,Nott'm Forest,FWD,60,17.16,0.96,0.0,-0.0,0.0010801143434340096,25.0,4.0,47.121080114343435
Wilson,Brentford,FWD,55,0.0,0.0,0.0,-0.0,0.0,40.0,7.0,47.0
Willock,Newcastle,MID,50,6.3,3.21,2.557894736842105,-0.0,2.809757659172094,32.0,0.0,46.8776523960142
Muniz,Fulham,FWD,55,13.2,0.44999999999999996,0.0,-0.0,0.07963072346881266,30.0,3.0,46.72963072346881
White,Arsenal,DEF,55,2.7,2.07,17.9859649122807,-0.6131578947368421,2.362898601677752,19.0,3.0,46.505705619221615
Zirkzee,Man Utd,FWD,55,10.96,1.02,0.0,-0.0,0.46770584235645857,28.0,6.0,46.447705842356456
Cook,Bournemouth,MID,50,0.35000000000000003,1.56,2.8046783625730995,-0.0,15.478362858266859,26.0,0.0,46.19304122083996
Bradley,Liverpool,DEF,50,1.08,2.52,16.280701754385966,-2.170760233918129,2.194776160486217,24.0,2.0,45.90471768095405
Kevin,Fulham,MID,55,6.05,4.41,1.2046783625730995,-0.0,1.8333187309559165,32.0,0.0,45.497997093529015
Devenny,Crystal Palace,MID,50,11.899999999999999,1.17,1.6067251461988303,-0.0,2.2884944796721647,28.0,0.0,44.96521962587099
J.Cuenca,Fulham,DEF,45,0.30000000000000004,1.59,4.374269005847953,-1.9137426900584795,14.279251103139044,25.0,1.0,44.62977741892852
Marmoush,Man City,FWD,70,11.12,2.31,0.0,-0.0,0.09430082227765559,26.0,5.0,44.52430082227765
Bergvall,Spurs,MID,55,6.15,1.29,2.7923976608187133,-0.0,1.614277467754002,32.0,0.0,43.84667512857271
Ngumoha,Liverpool,MID,60,6.7,6.029999999999999,2.3991228070175437,-0.0,0.06011653838358059,24.0,4.0,43.18923934540113
Gomez,Liverpool,DEF,50,1.6800000000000002,1.92,10.421052631578947,-1.3894736842105262,2.197067982746317,26.0,2.0,42.828646930114736
Solanke,Spurs,FWD,60,11.88,1.02,0.0,-0.0,0.6863983300726292,25.0,4.0,42.586398330072626
Cairney,Fulham,MID,50,6.05,2.43,0.8842105263157896,-0.0,1.1101109486687815,31.0,1.0,42.47432147498457
Tosin,Chelsea,DEF,45,0.66,1.2000000000000002,5.52982456140351,-2.073684210526316,11.69683971448168,23.0,2.0,42.012980065358875
Guessand,Aston Villa,MID,55,7.800000000000001,2.55,1.594736842105263,-0.0,1.0735115478955897,28.0,0.0,41.018248390000856
Awoniyi,Nott'm Forest,FWD,55,14.72,2.31,0.0,-0.0,0.04797263893542454,19.0,4.0,40.07797263893542
Boscagli,Brighton,DEF,45,0.30000000000000004,1.41,8.410526315789475,-1.6353801169590645,6.82555387328381,20.0,4.0,39.31070007211422
Alcaraz,Everton,MID,50,5.85,1.62,1.389766081871345,-0.0,3.3919993915930715,27.0,0.0,39.25176547346442
Kostoulas,Brighton,FWD,55,8.48,1.62,0.0,-0.0,2.8297455298106087,23.0,3.0,38.92974552981061
Hickey,Brentford,DEF,45,2.64,0.51,7.147368421052631,-1.5883040935672514,2.20325646445644,28.0,0.0,38.91232079194182
Savona,Nott'm Forest,DEF,45,8.040000000000001,1.35,7.192982456140351,-2.697368421052632,0.7290097919471669,24.0,0.0,38.61462382703488
Chiesa,Liverpool,MID,55,7.25,1.83,1.3903508771929824,-0.0,1.076543943252112,27.0,0.0,38.5468948204451
Acheampong,Chelsea,DEF,45,3.7199999999999998,0.39,4.610526315789473,-1.7289473684210526,1.2530146384012009,24.0,5.0,37.24459358576962
Wissa,Newcastle,FWD,60,12.52,1.62,0.0,-0.0,0.0072704024952772225,23.0,0.0,37.14727040249528
Isak,Liverpool,FWD,90,10.36,0.24,0.0,-0.0,0.011160930712567178,22.0,4.0,36.611160930712565
Lindelöf,Aston Villa,DEF,45,1.6800000000000002,0.30000000000000004,6.610526315789475,-0.8263157894736843,0.7949909671742548,27.0,0.0,35.55920149349005
Havertz,Arsenal,FWD,75,13.24,1.92,0.0,-0.0,0.06900970895557708,17.0,3.0,35.22900970895557
Rigg,Sunderland,MID,50,4.3,2.79,1.108187134502924,-0.0,0.7335214859812711,25.0,1.0,34.931708620484194
Gnonto,Leeds,MID,50,2.0,2.31,1.6757309941520466,-0.0,3.7656756996993415,25.0,0.0,34.751406693851386
Yates,Nott'm Forest,MID,45,2.45,1.1099999999999999,1.056140350877193,-0.0,4.543457599253276,25.0,0.0,34.15959795013047
Enes Ünal,Bournemouth,FWD,55,8.0,0.21000000000000002,0.0,-0.0,1.2682805816884677,23.0,1.0,33.478280581688466
Röhl,Everton,MID,50,3.35,1.0499999999999998,1.381578947368421,-0.0,3.0526067220730773,22.0,2.0,32.834185669441496
Lewis-Skelly,Arsenal,MID,55,0.5,0.6000000000000001,4.483625730994152,-0.0,0.8996828744627156,25.0,0.0,31.48330860545687
James,Leeds,MID,50,4.55,2.13,1.7593567251461988,-0.0,0.18453652911330506,22.0,0.0,30.623893254259507
Branthwaite,Everton,DEF,55,2.04,0.33,5.5508771929824565,-1.7842105263157895,6.005617706426059,17.0,0.0,29.142284373092725
Disasi,Chelsea,DEF,45,0.0,0.0,0.0,-0.0,0.0,28.0,1.0,29.0
Adingra,Sunderland,MID,50,1.75,1.8599999999999999,0.9488304093567251,-0.0,0.37598145851137565,21.0,3.0,28.9348118678681
Lewis,Man City,DEF,45,1.1400000000000001,4.17,5.628070175438596,-0.5862573099415205,0.1091483319729468,15.0,2.0,27.46096119747002
Bornauw,Leeds,DEF,45,1.2000000000000002,0.03,5.519298245614035,-1.2543859649122808,5.496362800129578,16.0,0.0,26.991275080831333
G.Jesus,Arsenal,FWD,60,10.84,0.78,0.0,-0.0,0.30242672792289893,15.0,0.0,26.922426727922897
Nketiah,Crystal Palace,FWD,55,7.08,1.3800000000000001,0.0,-0.0,1.2113579742397271,14.0,3.0,26.671357974239726
Bailey,Aston Villa,MID,55,2.5,4.38,0.7894736842105263,-0.0,2.587589783838049,16.0,0.0,26.257063468048575
Bakwa,Nott'm Forest,MID,55,2.7,3.0300000000000002,0.9631578947368421,-0.0,0.18058290586602513,18.0,1.0,25.873740800602867
Gittens,Chelsea,MID,60,4.050000000000001,2.82,0.8526315789473684,-0.0,0.09996231735457083,18.0,0.0,25.82259389630194
Armstrong,Everton,MID,50,3.95,0.66,1.0725146198830409,-0.0,1.850560159603,18.0,0.0,25.533074779486043
George,Everton,MID,55,3.2,3.57,0.718421052631579,-0.0,0.1394520161844642,17.0,0.0,24.627873068816044
Abraham,Aston Villa,FWD,55,8.2,1.08,0.0,-0.0,0.008632137780698103,13.0,2.0,24.288632137780695
O'Nien,Sunderland,DEF,40,0.8999999999999999,0.39,3.304093567251462,-1.3216374269005848,1.9408635699682875,18.0,1.0,24.213319710319166
Chadi Riad,Crystal Palace,DEF,45,1.98,0.39,4.502923976608187,-1.1257309941520468,2.5447325940767396,15.0,0.0,23.29192557653288
Mundle,Sunderland,MID,50,4.35,1.44,0.5833333333333334,-0.0,0.6737305576392912,15.0,0.0,22.047063890972623
Piroe,Leeds,FWD,50,3.6,0.39,0.0,-0.0,0.03764811023505547,17.0,0.0,21.027648110235056
Dibling,Everton,MID,55,1.0,0.42000000000000004,0.7143274853801169,-0.0,2.6336099587990827,16.0,0.0,20.7679374441792
Jair Cunha,Nott'm Forest,DEF,45,1.62,0.18,3.6070175438596497,-1.3526315789473686,3.5664468244352805,13.0,0.0,20.62083278934756
Milosavljević,Bournemouth,DEF,50,0.8999999999999999,0.5700000000000001,4.7216374269005845,-0.9657894736842104,3.9675457855349445,11.0,0.0,20.19339373875132
McAtee,Nott'm Forest,MID,55,0.8999999999999999,1.1099999999999999,0.5052631578947369,-0.0,1.9406326636601208,15.0,0.0,19.455895821554858
Angulo,Sunderland,MID,50,3.85,0.36,0.5862573099415205,-0.0,0.9068543998767701,13.0,0.0,18.70311170981829
Pinnock,Brentford,DEF,45,0.06,0.18,3.3473684210526313,-0.743859649122807,5.282881700926377,8.0,2.0,18.1263904728562
Marc Guiu,Chelsea,FWD,50,6.16,0.8699999999999999,0.0,-0.0,0.000165417108835121,11.0,0.0,18.030165417108837
Lavia,Chelsea,MID,50,1.05,1.6500000000000001,0.656140350877193,-0.0,1.5604435028418249,13.0,0.0,17.91658385371902
B.Badiashile,Chelsea,DEF,45,0.0,0.18,3.2982456140350873,-1.2368421052631577,4.572626001921516,11.0,0.0,17.814029510693445
O'Riley,Brighton,MID,55,6.05,0.54,0.531578947368421,-0.0,0.009966695585799866,8.0,2.0,17.131545642954222
Nelson,Arsenal,MID,55,3.55,0.33,0.7590643274853801,-0.0,2.1742053582015846,10.0,0.0,16.813269685686965
Uche,Crystal Palace,FWD,50,1.96,0.03,0.0,-0.0,0.2516891674349329,14.0,0.0,16.241689167434934
Harrison,Leeds,MID,50,1.4000000000000001,0.6900000000000001,0.842690058479532,-0.0,0.7589814320771656,12.0,0.0,15.691671490556697
Dowman,Arsenal,MID,55,5.949999999999999,0.8999999999999999,0.9777777777777779,-0.0,0.8282627954468201,7.0,0.0,15.656040573224598
Patterson,Everton,DEF,45,0.18,0.12,1.9485380116959063,-0.6263157894736842,3.8743324949063815,10.0,0.0,15.496554717128603
Netz,Nott'm Forest,DEF,45,0.0,1.23,2.47719298245614,-0.9289473684210526,1.238827972905722,10.0,0.0,14.01707358694081
Tóth.A,Bournemouth,MID,50,0.55,0.99,0.43421052631578944,-0.0,1.3813800832616858,9.0,0.0,12.355590609577476
Endo,Liverpool,MID,50,0.2,0.15000000000000002,0.7456140350877193,-0.0,2.109623348533167,9.0,0.0,12.205237383620887
Reed,Fulham,MID,45,0.65,1.35,0.10409356725146199,-0.0,0.04282656002055233,8.0,2.0,12.146920127272015
Tzimas,Brighton,FWD,55,1.76,0.33,0.0,-0.0,0.9660769479159753,9.0,0.0,12.056076947915976
Carvalho,Brentford,MID,50,3.5,0.09,0.26315789473684215,-0.0,0.13979074201748265,7.0,1.0,11.992948636754324
Gannon-Doak,Bournemouth,MID,50,1.3,0.39,0.33771929824561403,-0.0,1.0214913514358255,8.0,0.0,11.04921064968144
Kalimuendo,Nott'm Forest,FWD,55,1.76,0.06,0.0,-0.0,0.04282656002055233,9.0,0.0,10.862826560020553
Davies,Spurs,DEF,40,2.94,0.21000000000000002,1.590643274853801,-0.2783625730994152,1.3522138451541055,4.0,1.0,10.814494546908492
Kovačić,Man City,MID,55,0.65,1.26,0.43859649122807015,-0.0,1.7854536276604298,6.0,0.0,10.1340501188885
Coppola,Brighton,DEF,45,0.0,0.03,2.031578947368421,-0.39502923976608184,1.429393372463756,7.0,0.0,10.095943080066096
Nørgaard,Arsenal,MID,50,0.4,0.12,0.6497076023391813,-0.0,1.7081912138548832,7.0,0.0,9.877898816194065
Nwaneri,Arsenal,MID,55,1.1500000000000001,0.24,1.0614035087719298,-0.0,0.2110654868224131,7.0,0.0,9.662468995594343
Colwill,Chelsea,DEF,50,0.0,0.36,1.5789473684210527,-0.5921052631578947,2.710351427640738,5.0,0.0,9.057193532903895
Sosa,Crystal Palace,DEF,45,0.24,0.21000000000000002,0.8105263157894738,-0.20263157894736844,0.6735870313142096,7.0,0.0,8.731481768156314
Nyoni,Liverpool,MID,50,1.85,0.06,0.09210526315789473,-0.0,0.46184733910978487,6.0,0.0,8.46395260226768
A.García,Aston Villa,DEF,40,0.0,0.03,0.5824561403508772,-0.07280701754385965,1.184598796433717,6.0,0.0,7.724247919240735
Igor,Brighton,DEF,45,0.0,0.0,1.0842105263157893,-0.21081871345029238,1.5957447719913562,5.0,0.0,7.469136584856853
Kusi-Asare,Fulham,FWD,45,0.0,0.21000000000000002,0.0,-0.0,0.23429232657344576,7.0,0.0,7.4442923265734455
Elliott,Liverpool,MID,55,1.45,0.24,0.48245614035087725,-0.0,0.014159325770068683,5.0,0.0,7.186615466120946
Alleyne,Man City,DEF,50,1.56,0.18,1.894736842105263,-0.19736842105263158,0.6145418524934971,3.0,0.0,7.051910273546129
M.Sarr,Chelsea,DEF,45,2.0999999999999996,0.0,0.7017543859649124,-0.26315789473684215,0.42300026387394746,4.0,0.0,6.9615967551020175
Watson,Brighton,MID,50,0.2,0.09,0.15,-0.0,0.1323355243532482,6.0,0.0,6.572335524353248
Souza,Spurs,DEF,40,0.12,0.09,1.6608187134502925,-0.2906432748538012,0.018390650038116785,4.0,0.0,5.598566088634608
Abbott,Nott'm Forest,DEF,40,0.0,0.03,1.1578947368421053,-0.43421052631578944,0.6557505983604954,4.0,0.0,5.409434808886811
Buonanotte,Brighton,MID,50,0.3,0.8400000000000001,0.2131578947368421,-0.0,0.052465130414194226,4.0,0.0,5.405623025151037
Maddison,Spurs,MID,65,1.05,0.18,0.09941520467836257,-0.0,0.5064281517278232,3.0,0.0,4.835843356406185
Masuaku,Sunderland,DEF,40,0.42000000000000004,0.24,0.7309941520467835,-0.29239766081871343,0.5287503298424352,3.0,0.0,4.627346821070505
Esse,Crystal Palace,MID,50,0.0,0.12,0.08187134502923976,-0.0,0.40048873831348825,4.0,0.0,4.602360083342728
Howell,Brighton,MID,45,0.0,0.09,0.24210526315789474,-0.0,0.09562229131052404,4.0,0.0,4.427727554468419
Seelt,Sunderland,DEF,45,0.0,0.03,0.7777777777777778,-0.3111111111111111,0.881967337312284,3.0,0.0,4.37863400397895
J.Fletcher,Man Utd,MID,50,0.15,0.06,0.2815789473684211,-0.0,0.5281911981266755,3.0,0.0,4.019770145495096
Lacey,Man Utd,MID,50,0.5,0.03,0.10526315789473684,-0.0,0.03808932742274093,3.0,0.0,3.6733524853174777
D.Essugo,Chelsea,MID,45,0.0,0.03,0.045614035087719294,-0.0,0.5776172955873211,3.0,0.0,3.65323133067504
Alysson,Aston Villa,MID,50,0.25,0.15000000000000002,0.0824561403508772,-0.0,0.09288047794979222,3.0,0.0,3.5753366183006694
Soler,Bournemouth,DEF,40,0.0,0.0,0.4374269005847953,-0.0894736842105263,0.0003256975541959337,3.0,0.0,3.348278913928465
Cardines,Crystal Palace,DEF,45,0.12,0.48,0.7368421052631579,-0.18421052631578946,0.002204976260230973,2.0,0.0,3.1548365552075994
Mukasa,Man City,MID,45,0.0,0.63,0.08771929824561404,-0.0,0.00020573441737022544,2.0,0.0,2.7179250326629845
Dasilva,Brentford,MID,50,0.4,0.0,0.005263157894736842,-0.0,0.04444444438037506,2.0,0.0,2.449707602275112
George Hemmings,Aston Villa,MID,45,0.2,0.03,0.04385964912280702,-0.0,0.00020573441737022544,2.0,0.0,2.274065383540177
Fletcher,Man Utd,MID,45,0.0,0.03,0.04473684210526315,-0.0,0.14042225052024693,2.0,0.0,2.2151590926255103
A.Murphy,Newcastle,DEF,40,0.0,0.0,0.0736842105263158,-0.01842105263157895,0.1555555555554954,2.0,0.0,2.2108187134502324
Drakes-Thomas,Crystal Palace,MID,45,0.0,0.0,0.01432748538011696,-0.0,0.15555552873925227,2.0,0.0,2.1698830141193692
Scarlett,Spurs,FWD,45,0.0,0.03,0.0,-0.0,0.09833915812440543,2.0,0.0,2.1283391581244056
Olusesi,Spurs,MID,45,0.0,0.03,0.04093567251461989,-0.0,0.19667831624881085,1.0,0.0,1.2676139887634308
Milambo,Brentford,MID,50,0.0,0.03,0.11842105263157894,-0.0,0.11192400101851852,1.0,0.0,1.2603450536500975
Jocelin.T,Sunderland,MID,50,0.0,0.12,0.05555555555555556,-0.0,0.0491874966409745,1.0,0.0,1.2247430521965301
Neave,Newcastle,FWD,45,0.12,0.0,0.0,-0.0,0.0,1.0,0.0,1.12
Bendito Mantato,Man Utd,MID,45,0.0,0.03,0.039473684210526314,-0.0,0.0,1.0,0.0,1.0694736842105264
Fredricson,Man Utd,DEF,40,0.0,0.0,0.021052631578947368,-0.0023391812865497076,0.044444444444444446,1.0,0.0,1.063157894736842
Burrowes,Aston Villa,MID,45,0.0,0.0,0.028070175438596492,-0.0,0.0045814825532106895,1.0,0.0,1.0326516579918072
Mheuka,Chelsea,FWD,45,0.0,0.0,0.0,-0.0,0.022222222222222223,1.0,0.0,1.0222222222222221
Rowswell,Spurs,DEF,40,0.0,0.0,0.011695906432748537,-0.0020467836257309943,0.0,1.0,0.0,1.0096491228070175
Byfield,Spurs,DEF,40,0.0,0.0,0.011695906432748537,-0.0020467836257309943,0.0,1.0,0.0,1.0096491228070175
Oriola,Brighton,MID,45,0.0,0.0,0.002631578947368421,-0.0,0.0,1.0,0.0,1.0026315789473683
Furo,Brentford,FWD,45,0.0,0.0,0.0,-0.0,0.0,1.0,0.0,1.0
Tzolis,Arsenal,MID,65,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0
Fábio Vieira,Arsenal,MID,55,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0
Kulusevski,Spurs,MID,65,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0
Bindon,Nott'm Forest,DEF,40,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0
Moore,Spurs,MID,50,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0
Schlager,Nott'm Forest,MID,50,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0
Phillips,Spurs,DEF,45,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0
Schuster,Brentford,DEF,45,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0
Ji-soo,Brentford,DEF,45,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0
Rodríguez,Bournemouth,FWD,60,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0
Munoz,Liverpool,MID,65,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0
Muharemović,Leeds,DEF,50,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0
Gelhardt,Leeds,MID,50,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0
Lucky,Liverpool,DEF,40,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0
Tsimikas,Liverpool,DEF,50,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0
Bajcetic,Liverpool,MID,50,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0
Jacquet,Liverpool,DEF,50,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0
Leoni,Liverpool,DEF,40,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0
Mateo Joseph,Leeds,FWD,45,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0
Koumas,Liverpool,MID,50,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0
M.França,Crystal Palace,MID,50,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0
Doucouré,Crystal Palace,MID,50,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0
J.Rak-Sakyi,Crystal Palace,MID,50,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0
Palestra,Chelsea,DEF,55,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0
Vuskovic,Brighton,DEF,50,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0
Monga,Man City,MID,50,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0
Vitor Reis,Man City,DEF,45,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0
Echeverri,Man City,MID,50,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0
Phillips,Man City,MID,50,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0
Amass,Man Utd,DEF,40,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0
Danns,Liverpool,FWD,45,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0
Hackney,Everton,MID,55,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0
Aznou,Everton,DEF,40,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0
Ramsay,Liverpool,DEF,40,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0
McConnell,Liverpool,MID,45,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0
Mingueza,Crystal Palace,DEF,45,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0
N.Jackson,Chelsea,FWD,65,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0
Quenda,Chelsea,MID,55,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0
Collyer,Man Utd,MID,50,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0
Meunier,Sunderland,DEF,45,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0
Hjelde,Sunderland,DEF,40,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0
Steur,Newcastle,MID,50,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0
Touré,Newcastle,MID,60,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0
Obi,Man Utd,FWD,45,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0
Emegha,Chelsea,FWD,50,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0
Rashford,Man Utd,MID,70,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0
Svoboda,Brighton,DEF,50,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0
Nedeljkovic,Aston Villa,DEF,40,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0
Ferguson,Brighton,FWD,50,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0
Yohanna,Brighton,MID,50,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0
Costinha,Brighton,DEF,45,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0
Manzambi,Aston Villa,MID,60,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0
Iling Jr,Aston Villa,MID,50,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0
J.Araujo,Bournemouth,DEF,45,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0
O.Richards,Nott'm Forest,DEF,40,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0
