code,web_name,first_name,second_name,position,team,cost,status,chance_of_playing_next_round,penalties_order,direct_freekicks_order,corners_and_indirect_freekicks_order,xG,xAG,s90,team_name,old_team_name,s90_hist,cbit,recoveries,defcon_multiplier,is_mover,expected_defcon_points,xClean,xPoints
215413,Dewsbury-Hall,Kiernan,Dewsbury-Hall,MID,9,65,a,,,,5.0,4.35,5.34,29.211111111111112,Everton,Everton,29.211111111111112,96.0,134.0,1.0,False,6.018896510346787,7.837359265165153,49.813579992252976
199796,Cash,Matty,Cash,DEF,2,45,a,,,,5.0,1.14,2.94,33.51111111111111,Aston Villa,Aston Villa,33.51111111111111,186.0,88.0,1.0,False,3.7822939289079676,8.550649221096654,49.60458404683488
481655,Zubimendi,Martín,Zubimendi Ibáñez,MID,1,55,a,,,,,2.84,2.27,33.233333333333334,Arsenal,Arsenal,33.233333333333334,191.0,116.0,1.0,False,14.665492855333309,15.890859257734549,49.573025030737995
220627,Justin,James,Justin,DEF,13,45,a,,,,,1.83,1.16,21.033333333333335,Leeds,Leeds,21.033333333333335,183.0,70.0,1.0,False,15.699039453219351,8.629769008873161,49.26565083777712
467779,Wieffer,Mats,Wieffer,DEF,5,50,a,,,,,1.92,1.86,21.122222222222224,Brighton,Brighton,21.122222222222224,167.0,102.0,1.0,False,11.483219199008872,9.236033102101386,49.11853958157582
488024,Yeremy,Yéremy,Pino Santos,MID,8,55,a,,,1.0,6.0,4.53,6.12,23.044444444444444,Crystal Palace,Crystal Palace,23.044444444444444,66.0,101.0,1.0,False,3.009511248861683,7.824994251799617,48.76484402027467
243526,Gudmundsson,Gabriel,Gudmundsson,DEF,13,45,a,,,,,1.1,2.89,29.3,Leeds,Leeds,29.3,184.0,112.0,1.0,False,6.125715114532098,8.629769008873161,48.011739531372484
510663,Ekitiké,Hugo,Ekitiké,FWD,14,75,i,0.0,,,,10.1,2.45,19.966666666666665,Liverpool,Liverpool,19.966666666666665,43.0,42.0,1.0,False,0.0612980029229558,9.206912685583777,47.81129800292295
224967,Mykolenko,Vitalii,Mykolenko,DEF,9,45,a,,,,,0.28,2.46,32.87777777777778,Everton,Everton,32.87777777777778,231.0,107.0,1.0,False,11.319991499778817,7.837359265165153,47.503671108695414
201666,Barnes,Harvey,Barnes,MID,17,60,a,,,,,6.84,2.72,21.677777777777777,Newcastle,Newcastle,21.677777777777777,33.0,67.0,1.0,False,0.12690991634018434,8.410057112543342,47.28457700013318
444102,Evanilson,Francisco Evanilson,de Lima Barbosa,FWD,3,60,a,,,,,10.64,1.48,30.455555555555556,Bournemouth,Bournemouth,30.455555555555556,55.0,80.0,1.0,False,0.12979337815467953,8.530421646629756,47.12979337815468
444463,Fofana,Wesley,Fofana,DEF,6,50,s,0.0,,,,0.72,0.6,19.08888888888889,Chelsea,Chelsea,19.08888888888889,206.0,81.0,1.0,False,24.29837569516825,8.232687211215962,46.96078110905015
427637,Aaronson,Brenden,Aaronson,MID,13,55,a,,,3.0,,4.53,3.6,27.211111111111112,Leeds,Leeds,27.211111111111112,86.0,130.0,1.0,False,5.850152728344895,8.629769008873161,45.47977386949413
232892,Bassey,Calvin,Bassey,DEF,10,45,a,,,,,1.71,0.35,28.133333333333333,Fulham,Fulham,28.133333333333333,205.0,119.0,1.0,False,11.238023215911307,7.663996072039134,45.24420807486228
575476,Murillo,Murillo,Costa dos Santos,DEF,18,55,d,75.0,,2.0,,0.73,0.47,23.666666666666668,Nott'm Forest,Nott'm Forest,23.666666666666668,223.0,102.0,1.0,False,22.15596713208051,6.91644527595093,45.176409749361774
487838,Hall,Lewis,Hall,DEF,17,50,a,,,1.0,5.0,1.01,2.78,24.177777777777777,Newcastle,Newcastle,24.177777777777777,173.0,134.0,1.0,False,8.974704195497807,8.410057112543342,44.77854545502332
508395,Yarmoliuk,Yehor,Yarmoliuk,MID,4,50,a,,,,,1.22,1.39,29.466666666666665,Brentford,Brentford,29.466666666666665,152.0,186.0,1.0,False,28.095118530386337,8.020973864032173,44.58489124600427
199798,Konsa,Ezri,Konsa Ngoyo,DEF,2,45,a,,,,,1.27,0.59,33.72222222222222,Aston Villa,Aston Villa,33.72222222222222,196.0,108.0,1.0,False,4.829154615409691,8.550649221096654,44.57145916047209
