Rk,Player,Nation,Pos,Squad,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches
273,Boubacar Kamara,fr FRA,MF,Aston Villa,23,1999,18.4,0,5,1,20.0,0.27,0.05,0.00,0.00,16.7,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches
274,Willy Kambwala,fr FRA,DF,Manchester Utd,18,2004,3.7,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
275,Thomas Kaminski,be BEL,GK,Luton Town,30,1992,37.8,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches
276,Loris Karius,de GER,GK,Newcastle Utd,30,1993,1.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
277,Michael Keane,eng ENG,DF,Everton,30,1993,4.9,1,6,4,66.7,1.23,0.82,0.17,0.25,10.8,0,0,0,0.7,0.7,0.12,+0.3,+0.3,Matches
278,Thilo Kehrer,de GER,"DF,MF",West Ham,26,1996,0.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
279,CaoimhÃ­n Kelleher,ie IRL,GK,Liverpool,24,1998,10.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
280,Lloyd Kelly,eng ENG,DF,Bournemouth,24,1998,17.3,0,4,1,25.0,0.23,0.06,0.00,0.00,8.6,0,0,0,0.3,0.3,0.08,-0.3,-0.3,Matches
281,Omari Kellyman,eng ENG,FW,Aston Villa,17,2005,0.4,0,1,0,0.0,2.43,0.00,0.00,,20.8,0,0,0,0.1,0.1,0.07,-0.1,-0.1,Matches
282,Milos Kerkez,hu HUN,DF,Bournemouth,19,2003,21.9,0,16,5,31.3,0.73,0.23,0.00,0.00,19.3,0,0,0,1.2,1.2,0.08,-1.2,-1.2,Matches
283,Kaine Kesler-Hayden,eng ENG,"MF,DF",Aston Villa,20,2002,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
284,Max Kilman,eng ENG,DF,Wolves,26,1997,38.0,2,14,5,35.7,0.37,0.13,0.14,0.40,9.8,0,0,0,1.8,1.8,0.13,+0.2,+0.2,Matches
285,Jakub Kiwior,pl POL,DF,Arsenal,23,2000,10.5,1,6,2,33.3,0.57,0.19,0.17,0.50,13.8,0,0,0,0.8,0.8,0.14,+0.2,+0.2,Matches
286,Justin Kluivert,nl NED,"MF,FW",Bournemouth,24,1999,21.3,7,56,20,35.7,2.63,0.94,0.13,0.35,17.4,3,0,0,6.2,6.2,0.11,+0.8,+0.8,Matches
287,Luca Koleosho,it ITA,"MF,FW",Burnley,18,2004,10.8,1,23,5,21.7,2.13,0.46,0.04,0.20,18.5,0,0,0,2.0,2.0,0.09,-1.0,-1.0,Matches
288,Ibrahima KonatÃ©,fr FRA,DF,Liverpool,24,1999,17.5,0,11,2,18.2,0.63,0.11,0.00,0.00,11.6,0,0,0,0.7,0.7,0.06,-0.7,-0.7,Matches
289,Ezri Konsa,eng ENG,DF,Aston Villa,25,1997,34.1,1,19,5,26.3,0.56,0.15,0.05,0.20,12.2,0,0,0,2.5,2.5,0.13,-1.5,-1.5,Matches
290,Cheikhou KouyatÃ©,sn SEN,MF,Nott'ham Forest,33,1989,2.4,0,5,1,20.0,2.12,0.42,0.00,0.00,19.8,0,0,0,0.3,0.3,0.06,-0.3,-0.3,Matches
291,Mateo KovaÄiÄ,hr CRO,MF,Manchester City,29,1994,17.2,1,22,5,22.7,1.28,0.29,0.05,0.20,20.8,0,0,0,1.3,1.3,0.06,-0.3,-0.3,Matches
292,Emil Krafth,se SWE,DF,Newcastle Utd,28,1994,10.1,0,4,0,0.0,0.39,0.00,0.00,,17.9,0,0,0,0.2,0.2,0.05,-0.2,-0.2,Matches
293,Mohammed Kudus,gh GHA,"FW,MF",West Ham,22,2000,27.6,8,67,17,25.4,2.43,0.62,0.12,0.47,18.6,0,0,0,5.1,5.1,0.08,+2.9,+2.9,Matches
294,Dejan Kulusevski,se SWE,"FW,MF",Tottenham,23,2000,30.7,8,57,23,40.4,1.86,0.75,0.14,0.35,15.7,0,0,0,4.7,4.7,0.08,+3.3,+3.3,Matches
295,Adam Lallana,eng ENG,"MF,FW",Brighton,35,1988,9.4,0,11,2,18.2,1.16,0.21,0.00,0.00,17.8,0,0,0,0.8,0.8,0.08,-0.8,-0.8,Matches
296,Tariq Lamptey,gh GHA,"DF,FW",Brighton,22,2000,10.2,0,6,0,0.0,0.59,0.00,0.00,,18.2,0,0,0,0.4,0.4,0.07,-0.4,-0.4,Matches
297,Aymeric Laporte,es ESP,DF,Manchester City,29,1994,0.1,0,1,1,100.0,7.50,7.50,0.00,0.00,10.8,0,0,0,0.0,0.0,0.04,0.0,0.0,Matches
298,Yasser Larouci,dz ALG,DF,Sheffield Utd,22,2001,5.9,0,6,1,16.7,1.02,0.17,0.00,0.00,19.1,0,0,0,0.2,0.2,0.04,-0.2,-0.2,Matches
299,Jamaal Lascelles,eng ENG,DF,Newcastle Utd,29,1993,12.0,1,6,1,16.7,0.50,0.08,0.17,1.00,9.3,0,0,0,0.7,0.7,0.12,+0.3,+0.3,Matches
300,RomÃ©o Lavia,be BEL,MF,Chelsea,19,2004,0.4,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches
301,Mario Lemina,ga GAB,MF,Wolves,29,1993,33.0,4,48,18,37.5,1.46,0.55,0.08,0.22,16.6,0,0,0,4.6,4.6,0.10,-0.6,-0.6,Matches
302,ClÃ©ment Lenglet,fr FRA,DF,Aston Villa,28,1995,12.8,0,8,2,25.0,0.62,0.16,0.00,0.00,10.5,0,0,0,0.9,0.9,0.11,-0.9,-0.9,Matches
303,Bernd Leno,de GER,GK,Fulham,31,1992,38.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
304,Jefferson Lerma,co COL,"MF,DF",Crystal Palace,28,1994,26.7,1,34,9,26.5,1.27,0.34,0.03,0.11,19.7,0,0,0,2.7,2.7,0.08,-1.7,-1.7,Matches
305,Rico Lewis,eng ENG,"DF,MF",Manchester City,18,2004,9.0,2,5,4,80.0,0.56,0.44,0.40,0.50,15.5,0,0,0,0.6,0.6,0.13,+1.4,+1.4,Matches
306,Keane Lewis-Potter,eng ENG,"FW,DF",Brentford,22,2001,16.0,3,43,20,46.5,2.69,1.25,0.07,0.15,12.8,0,0,0,6.3,6.3,0.15,-3.3,-3.3,Matches
307,Victor LindelÃ¶f,se SWE,DF,Manchester Utd,29,1994,14.8,1,6,4,66.7,0.41,0.27,0.17,0.25,10.4,0,0,0,0.8,0.8,0.13,+0.2,+0.2,Matches
308,Valentino Livramento,eng ENG,DF,Newcastle Utd,20,2002,14.6,1,4,2,50.0,0.27,0.14,0.25,0.50,12.9,0,0,0,0.4,0.4,0.09,+0.6,+0.6,Matches
309,Giovani Lo Celso,ar ARG,MF,Tottenham,27,1996,5.6,2,13,6,46.2,2.31,1.07,0.15,0.33,21.7,0,0,0,0.6,0.6,0.04,+1.4,+1.4,Matches
310,Tom Lockyer,wls WAL,DF,Luton Town,28,1994,13.0,1,7,1,14.3,0.54,0.08,0.14,1.00,8.5,0,0,0,1.1,1.1,0.15,-0.1,-0.1,Matches
311,Sean Longstaff,eng ENG,MF,Newcastle Utd,25,1997,30.5,6,41,15,36.6,1.34,0.49,0.15,0.40,14.5,0,0,0,6.6,6.6,0.16,-0.6,-0.6,Matches
312,Max Lowe,eng ENG,"DF,MF",Sheffield Utd,26,1997,5.6,0,2,0,0.0,0.36,0.00,0.00,,10.4,0,0,0,0.6,0.6,0.29,-0.6,-0.6,Matches
313,Douglas Luiz,br BRA,MF,Aston Villa,25,1998,33.3,9,44,13,29.5,1.32,0.39,0.11,0.38,23.3,5,4,4,6.9,3.8,0.09,+2.1,+1.2,Matches
314,SaÅ¡a LukiÄ,rs SRB,MF,Fulham,26,1996,12.5,1,13,3,23.1,1.04,0.24,0.08,0.33,17.1,0,0,0,1.6,1.6,0.12,-0.6,-0.6,Matches
315,Ian Maatsen,nl NED,"FW,MF",Chelsea,21,2002,2.3,0,5,0,0.0,2.15,0.00,0.00,,17.1,0,0,0,0.8,0.8,0.16,-0.8,-0.8,Matches
316,Alexis Mac Allister,ar ARG,MF,Liverpool,24,1998,28.9,5,43,8,18.6,1.49,0.28,0.09,0.50,23.3,2,1,1,3.7,2.9,0.07,+1.3,+1.1,Matches
317,James Maddison,eng ENG,MF,Tottenham,26,1996,23.7,4,58,23,39.7,2.44,0.97,0.07,0.17,19.2,3,0,0,6.4,6.4,0.11,-2.4,-2.4,Matches
318,Noni Madueke,eng ENG,FW,Chelsea,21,2002,11.7,5,31,12,38.7,2.65,1.03,0.13,0.33,19.0,0,1,1,2.5,1.7,0.05,+2.5,+2.3,Matches
319,Gabriel MagalhÃ£es,br BRA,DF,Arsenal,25,1997,33.8,4,31,10,32.3,0.92,0.30,0.13,0.40,7.9,0,0,0,4.3,4.3,0.14,-0.3,-0.3,Matches
320,Harry Maguire,eng ENG,DF,Manchester Utd,30,1993,18.4,2,20,3,15.0,1.09,0.16,0.10,0.67,11.5,0,0,0,2.0,2.0,0.10,0.0,0.0,Matches
321,Kobbie Mainoo,eng ENG,MF,Manchester Utd,18,2005,21.4,3,11,5,45.5,0.51,0.23,0.27,0.60,21.1,0,0,0,0.9,0.9,0.08,+2.1,+2.1,Matches
322,Orel Mangala,be BEL,MF,Nott'ham Forest,25,1998,17.4,1,10,1,10.0,0.58,0.06,0.10,1.00,18.9,0,0,0,0.8,0.8,0.08,+0.2,+0.2,Matches
323,Benson Manuel,ao ANG,"MF,FW",Burnley,26,1997,1.3,0,4,2,50.0,3.10,1.55,0.00,0.00,24.0,0,0,0,0.1,0.1,0.02,-0.1,-0.1,Matches
324,Solly March,eng ENG,"FW,DF",Brighton,29,1994,6.2,3,14,6,42.9,2.27,0.97,0.21,0.50,16.6,1,0,0,2.0,2.0,0.14,+1.0,+1.0,Matches
325,Anthony Martial,fr FRA,FW,Manchester Utd,27,1995,5.0,1,6,4,66.7,1.21,0.80,0.17,0.25,12.9,0,0,0,1.2,1.2,0.20,-0.2,-0.2,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches
326,Gabriel Martinelli,br BRA,FW,Arsenal,22,2001,22.4,6,58,20,34.5,2.59,0.89,0.10,0.30,15.6,0,0,0,6.8,6.8,0.12,-0.8,-0.8,Matches
327,Emiliano MartÃ­nez,ar ARG,GK,Aston Villa,30,1992,33.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
328,Lisandro MartÃ­nez,ar ARG,DF,Manchester Utd,25,1998,7.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
329,Han-Noah Massengo,fr FRA,"MF,DF",Burnley,22,2001,0.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
330,Pape Matar Sarr,sn SEN,MF,Tottenham,20,2002,23.0,3,36,13,36.1,1.57,0.57,0.08,0.23,17.6,0,0,0,3.4,3.4,0.10,-0.4,-0.4,Matches
331,Jean-Philippe Mateta,fr FRA,FW,Crystal Palace,26,1997,25.4,16,44,25,56.8,1.74,0.99,0.32,0.56,12.7,0,2,2,10.9,9.4,0.21,+5.1,+4.6,Matches
332,JoÃ«l Matip,cm CMR,DF,Liverpool,31,1991,8.7,0,5,0,0.0,0.58,0.00,0.00,,10.6,0,0,0,0.5,0.5,0.10,-0.5,-0.5,Matches
333,Alex Matos,eng ENG,MF,Chelsea,18,2004,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
334,Remi Matthews,eng ENG,GK,Crystal Palace,29,1994,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
335,Neal Maupay,fr FRA,FW,Brentford,26,1996,14.7,6,37,14,37.8,2.52,0.95,0.16,0.43,15.3,1,0,0,5.7,5.7,0.16,+0.3,+0.3,Matches
336,Neal Maupay,fr FRA,FW,Everton,26,1996,1.2,0,5,4,80.0,4.05,3.24,0.00,0.00,12.5,0,0,0,1.4,1.4,0.29,-1.4,-1.4,Matches
337,Konstantinos Mavropanos,gr GRE,DF,West Ham,25,1997,16.7,1,12,2,16.7,0.72,0.12,0.08,0.50,9.3,0,0,0,1.2,1.2,0.10,-0.2,-0.2,Matches
338,Bryan Mbeumo,cm CMR,FW,Brentford,23,1999,21.8,9,50,16,32.0,2.30,0.73,0.12,0.38,17.1,4,3,3,9.8,7.4,0.15,-0.8,-1.4,Matches
339,James Mcatee,eng ENG,"MF,FW",Sheffield Utd,20,2002,20.2,3,25,8,32.0,1.23,0.40,0.08,0.25,18.6,2,1,1,3.1,2.3,0.09,-0.1,-0.3,Matches
340,James Mcatee,eng ENG,MF,Manchester City,20,2002,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
341,Oliver McBurnie,sct SCO,FW,Sheffield Utd,27,1996,14.2,6,31,15,48.4,2.18,1.05,0.13,0.27,11.9,0,2,2,6.9,5.3,0.17,-0.9,-1.3,Matches
342,James McConnell,eng ENG,MF,Liverpool,18,2004,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
343,John McGinn,sct SCO,"MF,FW",Aston Villa,28,1994,33.3,6,40,14,35.0,1.20,0.42,0.15,0.43,19.5,3,0,0,5.0,5.0,0.12,+1.0,+1.0,Matches
344,Scott McKenna,sct SCO,DF,Nott'ham Forest,26,1996,4.6,0,2,0,0.0,0.43,0.00,0.00,,10.8,0,0,0,0.2,0.2,0.10,-0.2,-0.2,Matches
345,Dwight McNeil,eng ENG,"MF,FW",Everton,23,1999,32.1,3,57,14,24.6,1.77,0.44,0.05,0.21,21.0,0,0,0,3.4,3.4,0.06,-0.4,-0.4,Matches
346,Scott McTominay,sct SCO,"MF,FW",Manchester Utd,26,1996,21.1,7,44,19,43.2,2.08,0.90,0.16,0.37,14.6,0,0,0,5.7,5.7,0.14,+1.3,+1.3,Matches
347,Ben Mee,eng ENG,DF,Brentford,33,1989,14.1,2,10,2,20.0,0.71,0.14,0.20,1.00,12.7,0,0,0,1.5,1.5,0.15,+0.5,+0.5,Matches
348,Hannibal Mejbri,tn TUN,"MF,FW",Manchester Utd,20,2003,1.5,1,1,1,100.0,0.68,0.68,1.00,1.00,28.7,0,0,0,0.0,0.0,0.03,+1.0,+1.0,Matches
349,Teden Mengi,eng ENG,DF,Luton Town,21,2002,27.4,1,11,4,36.4,0.40,0.15,0.09,0.25,17.6,0,0,0,0.6,0.6,0.05,+0.4,+0.4,Matches
350,Chris Mepham,wls WAL,DF,Bournemouth,25,1997,6.9,0,1,1,100.0,0.15,0.15,0.00,0.00,8.8,0,0,0,0.1,0.1,0.09,-0.1,-0.1,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches
351,Lewis Miley,eng ENG,MF,Newcastle Utd,17,2006,13.4,1,13,3,23.1,0.97,0.22,0.08,0.33,15.4,0,0,0,1.2,1.2,0.10,-0.2,-0.2,Matches
352,James Milner,eng ENG,"DF,MF",Brighton,37,1986,8.6,0,5,1,20.0,0.58,0.12,0.00,0.00,17.2,0,0,0,0.3,0.3,0.06,-0.3,-0.3,Matches
353,Tyrone Mings,eng ENG,DF,Aston Villa,30,1993,0.3,0,1,0,0.0,3.00,0.00,0.00,,18.4,0,0,0,0.0,0.0,0.01,0.0,0.0,Matches
354,Tyrick Mitchell,eng ENG,"DF,MF",Crystal Palace,23,1999,35.6,2,12,4,33.3,0.34,0.11,0.17,0.50,12.4,0,0,0,1.6,1.6,0.13,+0.4,+0.4,Matches
355,Kaoru Mitoma,jp JPN,FW,Brighton,26,1997,16.5,3,34,15,44.1,2.06,0.91,0.09,0.20,13.2,0,0,0,3.5,3.5,0.10,-0.5,-0.5,Matches
356,Aleksandar MitroviÄ,rs SRB,FW,Fulham,28,1994,0.4,0,2,1,50.0,5.45,2.73,0.00,0.00,11.0,0,0,0,0.2,0.2,0.08,-0.2,-0.2,Matches
357,Jakub Moder,pl POL,"MF,DF",Brighton,24,1999,6.9,0,11,3,27.3,1.60,0.44,0.00,0.00,17.8,1,0,0,0.6,0.6,0.05,-0.6,-0.6,Matches
358,Gonzalo Montiel,ar ARG,DF,Nott'ham Forest,26,1997,8.9,0,3,0,0.0,0.34,0.00,0.00,,18.4,0,0,0,0.1,0.1,0.04,-0.1,-0.1,Matches
359,Kieffer Moore,wls WAL,"FW,MF",Bournemouth,30,1992,1.2,1,6,2,33.3,5.00,1.67,0.17,0.50,12.5,0,0,0,1.5,1.5,0.25,-0.5,-0.5,Matches
360,Mikey Moore,eng ENG,MF,Tottenham,15,2007,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
361,Ãlex Moreno,es ESP,DF,Aston Villa,30,1993,11.5,2,8,4,50.0,0.70,0.35,0.25,0.50,12.3,0,0,0,1.1,1.1,0.14,+0.9,+0.9,Matches
362,Carlton Morris,eng ENG,"FW,MF",Luton Town,27,1995,31.8,11,66,26,39.4,2.08,0.82,0.09,0.23,13.5,0,5,5,11.4,7.5,0.11,-0.4,-1.5,Matches
363,Mason Mount,eng ENG,"MF,FW",Manchester Utd,24,1999,5.7,1,5,1,20.0,0.87,0.17,0.20,1.00,13.6,0,0,0,0.4,0.4,0.08,+0.6,+0.6,Matches
364,Divin Mubama,eng ENG,FW,West Ham,18,2004,0.9,0,1,0,0.0,1.13,0.00,0.00,,12.5,0,0,0,0.1,0.1,0.15,-0.1,-0.1,Matches
365,Mykhailo Mudryk,ua UKR,FW,Chelsea,22,2001,17.5,5,35,12,34.3,2.00,0.69,0.14,0.42,17.2,0,0,0,4.4,4.4,0.13,+0.6,+0.6,Matches
366,Rodrigo Muniz,br BRA,FW,Fulham,22,2001,17.7,9,73,26,35.6,4.12,1.47,0.12,0.35,11.8,0,0,0,8.7,8.7,0.12,+0.3,+0.3,Matches
367,Daniel MuÃ±oz,co COL,"DF,MF",Crystal Palace,27,1996,16.0,0,8,0,0.0,0.50,0.00,0.00,,8.5,0,0,0,1.2,1.2,0.15,-1.2,-1.2,Matches
368,Finley Munroe,eng ENG,MF,Aston Villa,18,2005,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
369,Arijanet Muric,xk KVX,GK,Burnley,24,1998,10.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
370,Murillo,br BRA,DF,Nott'ham Forest,21,2002,31.0,0,17,6,35.3,0.55,0.19,0.00,0.00,22.6,2,0,0,1.8,1.8,0.11,-1.8,-1.8,Matches
371,Alex Murphy,ie IRL,"DF,FW",Newcastle Utd,19,2004,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
372,Jacob Murphy,eng ENG,"FW,DF",Newcastle Utd,28,1995,13.2,3,30,10,33.3,2.27,0.76,0.10,0.30,19.6,0,0,0,2.1,2.1,0.07,+0.9,+0.9,Matches
373,Vitaliy Mykolenko,ua UKR,DF,Everton,24,1999,27.4,2,26,5,19.2,0.95,0.18,0.08,0.40,18.9,0,0,0,1.5,1.5,0.06,+0.5,+0.5,Matches
374,Marvelous Nakamba,zw ZIM,MF,Luton Town,29,1994,12.6,0,5,0,0.0,0.40,0.00,0.00,,23.6,0,0,0,0.2,0.2,0.04,-0.2,-0.2,Matches
375,Michael Ndiweni,eng ENG,FW,Newcastle Utd,19,2003,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches
376,Reiss Nelson,eng ENG,FW,Arsenal,23,1999,3.0,0,4,1,25.0,1.34,0.34,0.00,0.00,19.7,0,0,0,0.2,0.2,0.05,-0.2,-0.2,Matches
377,Zack Nelson,eng ENG,"MF,DF",Luton Town,18,2004,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
378,Neto,br BRA,GK,Bournemouth,34,1989,32.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
379,Pedro Neto,pt POR,"FW,MF",Wolves,23,2000,16.8,2,36,12,33.3,2.14,0.71,0.06,0.17,16.8,3,0,0,3.5,3.5,0.10,-1.5,-1.5,Matches
380,Moussa Niakhate,sn SEN,DF,Nott'ham Forest,27,1996,16.2,1,5,1,20.0,0.31,0.06,0.20,1.00,9.0,0,0,0,1.1,1.1,0.22,-0.1,-0.1,Matches
381,Eddie Nketiah,eng ENG,FW,Arsenal,24,1999,12.0,5,38,12,31.6,3.16,1.00,0.13,0.42,12.7,0,0,0,4.5,4.5,0.12,+0.5,+0.5,Matches
382,Christopher Nkunku,fr FRA,"FW,MF",Chelsea,25,1997,4.9,3,16,7,43.8,3.25,1.42,0.19,0.43,11.4,0,0,0,2.3,2.3,0.14,+0.7,+0.7,Matches
383,Rhys Norrington-Davies,wls WAL,DF,Sheffield Utd,24,1999,1.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
384,Oliver Norwood,nir NIR,MF,Sheffield Utd,32,1991,16.0,1,14,5,35.7,0.87,0.31,0.00,0.00,32.9,0,1,1,1.1,0.3,0.02,-0.1,-0.3,Matches
385,Matheus Nunes,pt POR,MF,Wolves,24,1998,2.0,0,1,0,0.0,0.50,0.00,0.00,,15.4,0,0,0,0.1,0.1,0.08,-0.1,-0.1,Matches
386,Matheus Nunes,pt POR,MF,Manchester City,24,1998,7.3,0,9,4,44.4,1.23,0.54,0.00,0.00,17.9,0,0,0,0.8,0.8,0.09,-0.8,-0.8,Matches
387,Darwin NÃºÃ±ez,uy URU,FW,Liverpool,24,1999,22.7,11,107,46,43.0,4.70,2.02,0.10,0.24,15.0,0,0,1,16.3,15.5,0.15,-5.3,-4.5,Matches
388,Ethan Nwaneri,eng ENG,FW,Arsenal,16,2007,0.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
389,Christian NÃ¸rgaard,dk DEN,MF,Brentford,29,1994,27.8,2,35,7,20.0,1.26,0.25,0.06,0.29,14.4,0,0,0,3.5,3.5,0.10,-1.5,-1.5,Matches
390,Mark O'Mahony,ie IRL,FW,Brighton,18,2005,0.7,0,1,0,0.0,1.43,0.00,0.00,,16.8,0,0,0,0.1,0.1,0.06,-0.1,-0.1,Matches
391,Dara O'Shea,ie IRL,DF,Burnley,24,1999,32.1,3,19,5,26.3,0.59,0.16,0.16,0.60,10.6,0,0,0,0.7,0.7,0.04,+2.3,+2.3,Matches
392,Michael Obafemi,ie IRL,"FW,MF",Burnley,23,2000,0.2,0,2,0,0.0,9.00,0.00,0.00,,19.8,0,0,0,0.1,0.1,0.05,-0.1,-0.1,Matches
393,Wilson Odobert,fr FRA,"MF,FW",Burnley,18,2004,23.3,3,49,14,28.6,2.10,0.60,0.06,0.21,19.4,0,0,0,2.8,2.8,0.06,+0.2,+0.2,Matches
394,Odeluga Offiah,eng ENG,DF,Brighton,20,2002,1.4,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
395,Chiedozie Ogbene,ie IRL,"MF,DF",Luton Town,26,1997,22.2,4,35,14,40.0,1.58,0.63,0.11,0.29,15.3,0,0,0,4.2,4.2,0.12,-0.2,-0.2,Matches
396,Angelo Ogbonna,it ITA,DF,West Ham,35,1988,7.1,0,1,0,0.0,0.14,0.00,0.00,,12.5,0,0,0,0.0,0.0,0.04,0.0,0.0,Matches
397,Michael Olakigbe,eng ENG,"DF,FW",Brentford,19,2004,0.7,0,3,0,0.0,4.58,0.00,0.00,,20.5,0,0,0,0.1,0.1,0.04,-0.1,-0.1,Matches
398,Michael Olise,fr FRA,"FW,MF",Crystal Palace,21,2001,14.2,10,56,20,35.7,3.95,1.41,0.16,0.45,18.5,4,1,1,5.5,4.7,0.08,+4.5,+4.3,Matches
399,Robin Olsen,se SWE,GK,Aston Villa,33,1990,4.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
400,Andrew Omobamidele,ie IRL,DF,Nott'ham Forest,21,2002,8.7,0,1,0,0.0,0.11,0.00,0.00,,5.1,0,0,0,0.1,0.1,0.14,-0.1,-0.1,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches
401,Amadou Onana,be BEL,MF,Everton,21,2001,23.2,2,29,6,20.7,1.25,0.26,0.07,0.33,19.3,0,0,0,2.0,2.0,0.07,0.0,0.0,Matches
402,AndrÃ© Onana,cm CMR,GK,Manchester Utd,27,1996,38.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
403,Ryan One,sct SCO,FW,Sheffield Utd,17,2006,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
404,Tyler Onyango,eng ENG,MF,Everton,20,2003,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
405,Fred Onyedinma,eng ENG,"DF,MF",Luton Town,26,1996,4.5,0,5,2,40.0,1.11,0.44,0.00,0.00,12.9,0,0,0,0.2,0.2,0.03,-0.2,-0.2,Matches
406,Frank Onyeka,ng NGA,MF,Brentford,25,1998,12.9,1,22,9,40.9,1.71,0.70,0.05,0.11,17.4,0,0,0,2.2,2.2,0.10,-1.2,-1.2,Matches
407,Divock Origi,be BEL,FW,Nott'ham Forest,28,1995,6.7,0,14,2,14.3,2.08,0.30,0.00,0.00,19.7,0,0,0,1.4,1.4,0.10,-1.4,-1.4,Matches
408,Stefan Ortega,de GER,GK,Manchester City,30,1992,7.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
409,Ben Osborn,eng ENG,"DF,MF",Sheffield Utd,28,1994,15.2,0,4,0,0.0,0.26,0.00,0.00,,23.5,0,0,0,0.2,0.2,0.06,-0.2,-0.2,Matches
410,Gabriel Osho,ng NGA,DF,Luton Town,24,1998,20.5,2,10,2,20.0,0.49,0.10,0.20,1.00,14.8,0,0,0,1.1,1.1,0.11,+0.9,+0.9,Matches
