published_at,content
2024-06-25 18:09:06+00,France 1 : 1 Poland  ▪ Pass directness: 30.5 - 36.7 ▪ 10+ pass sequences: 23 - 18 ▪ Goalkick length: 21.4 - 32.0 ▪ Goalkick progr.: 54.8 - 42.2 https://t.co/LwXgkcvaaT
2024-06-25 18:09:09+00,Kylian Mbappé vs. Poland  Successful Passes: 46 Expected Threat: 0.35 Progression via pass: 4.1 Progression via carry: 4.72 https://t.co/SCSfiKtgY1
2024-06-25 18:07:46+00,Netherlands 2 : 3 Austria  ▪ xG: 2.05 - 0.99 ▪ xThreat: 1.79 - 0.96 ▪ Possession: 53.0% - 47.0% ▪ Field Tilt: 51.2% - 48.8% ▪ Def Action Height: 49.6 - 45.9 https://t.co/f0nYNjHk4k
2024-06-25 18:08:05+00,Netherlands 2 : 3 Austria  ▪ Pass directness: 34.4 - 29.7 ▪ 10+ pass sequences: 14 - 8 ▪ Goalkick length: 10.6 - 19.2 ▪ Goalkick progr.: 52.5 - 47.8 https://t.co/8o4M5KhTX7
2024-06-25 18:08:07+00,Cody Gakpo vs. Austria  Successful Passes: 15 Expected Threat: 0.47 Progression via pass: 3.36 Progression via carry: 1.29 https://t.co/2VwRi2LNv1
2024-06-25 18:07:55+00,Netherlands 2 : 3 Austria  ▪ Penbox shots: 9 - 5 ▪ Deep completions: 13 - 7 ▪ Buildup completion: 84.0% - 78.6% ▪ PPDA: 8.1 - 8.1 ▪ High turnovers: 3 - 2 https://t.co/RmuwYuEd8G
2024-06-25 03:07:30+00,Brazil 0 : 0 Costa Rica  ▪ xG: 1.76 - 0.07 ▪ xThreat: 1.95 - 0.34 ▪ Possession: 73.7% - 26.3% ▪ Field Tilt: 91.7% - 8.3% ▪ Def Action Height: 57.8 - 31.4 https://t.co/UtWPNWOOCP
2024-06-25 03:07:50+00,Brazil 0 : 0 Costa Rica  ▪ Pass directness: 28.5 - 34.1 ▪ 10+ pass sequences: 29 - 7 ▪ Goalkick length: 14.1 - 52.4 ▪ Goalkick progr.: 90.6 - 24.4 https://t.co/CUkXC0WN7r
2024-06-25 03:07:54+00,Danilo vs. Costa Rica  Successful Passes: 94 Expected Threat: 0.4 Progression via pass: 9.39 Progression via carry: 1.61 https://t.co/kIeFHbZpY0
2024-06-25 00:04:35+00,Colombia 2 : 1 Paraguay  ▪ xG: 0.73 - 1.48 ▪ xThreat: 1.31 - 0.84 ▪ Possession: 66.2% - 33.8% ▪ Field Tilt: 59.5% - 40.5% ▪ Def Action Height: 43.6 - 45.6 https://t.co/9dCN76tiTP
2024-06-24 21:01:08+00,Croatia 1 : 1 Italy  ▪ xG: 1.58 - 1.97 ▪ xThreat: 0.66 - 2.03 ▪ Possession: 46.6% - 53.4% ▪ Field Tilt: 45.8% - 54.2% ▪ Def Action Height: 50.8 - 45.2 https://t.co/D8xkFajdG5
2024-06-24 21:01:28+00,Croatia 1 : 1 Italy  ▪ Pass directness: 20.8 - 31.0 ▪ 10+ pass sequences: 21 - 21 ▪ Goalkick length: 38.9 - 21.3 ▪ Goalkick progr.: 37.6 - 31.7 https://t.co/o1rJRIXOWi
2024-06-24 21:01:31+00,Giovanni Di Lorenzo vs. Croatia  Successful Passes: 62 Expected Threat: 0.21 Progression via pass: 5.19 Progression via carry: 1.75 https://t.co/QqZQ2NZibK
2024-06-24 21:00:15+00,Albania 0 : 1 Spain  ▪ xG: 0.48 - 0.87 ▪ xThreat: 0.86 - 1.91 ▪ Possession: 41.4% - 58.6% ▪ Field Tilt: 34.4% - 65.6% ▪ Def Action Height: 37.3 - 51.2 https://t.co/qijDgEAQij
2024-06-24 21:00:35+00,Albania 0 : 1 Spain  ▪ Pass directness: 32.1 - 28.8 ▪ 10+ pass sequences: 13 - 25 ▪ Goalkick length: 43.8 - 43.7 ▪ Goalkick progr.: 42.8 - 46.0 https://t.co/dQXnxc87m8
2024-06-24 21:00:38+00,Álex Grimaldo vs. Albania  Successful Passes: 69 Expected Threat: 0.54 Progression via pass: 5.58 Progression via carry: 2.54 https://t.co/cewwJxKVhi
2024-06-24 02:57:57+00,Uruguay 3 : 1 Panama  ▪ xG: 1.46 - 0.72 ▪ xThreat: 2.24 - 0.95 ▪ Possession: 54.8% - 45.2% ▪ Field Tilt: 61.1% - 38.9% ▪ Def Action Height: 48.8 - 41.8 https://t.co/XHzKAGmsxF
2024-06-24 00:08:05+00,USA 2 : 0 Bolivia  ▪ xG: 2.26 - 0.49 ▪ xThreat: 1.72 - 0.47 ▪ Possession: 59.8% - 40.2% ▪ Field Tilt: 77.8% - 22.2% ▪ Def Action Height: 47.5 - 40.1 https://t.co/HNsU01qiSJ
2024-06-23 21:05:06+00,Switzerland 1 : 1 Germany  ▪ xG: 0.68 - 2.39 ▪ xThreat: 0.87 - 2.35 ▪ Possession: 34.7% - 65.3% ▪ Field Tilt: 31.2% - 68.8% ▪ Def Action Height: 44.1 - 44.9 https://t.co/CJRR6nrtHN
2024-06-23 21:05:25+00,Switzerland 1 : 1 Germany  ▪ Pass directness: 35.1 - 29.3 ▪ 10+ pass sequences: 8 - 21 ▪ Goalkick length: 42.0 - 8.8 ▪ Goalkick progr.: 35.9 - 79.2 https://t.co/xf42CeAUZr
2024-06-23 21:05:29+00,Toni Kroos vs. Switzerland  Successful Passes: 101 Expected Threat: 0.8 Progression via pass: 12.18 Progression via carry: 2.68 https://t.co/urqpzR0PGD
2024-06-23 21:05:16+00,Switzerland 1 : 1 Germany  ▪ Penbox shots: 1 - 12 ▪ Deep completions: 3 - 17 ▪ Buildup completion: 78.1% - 89.6% ▪ PPDA: 12.4 - 7.9 ▪ High turnovers: 6 - 2 https://t.co/w3BEDUv5WR
2024-06-23 21:04:48+00,Scotland 0 : 1 Hungary  ▪ xG: 0.22 - 1.43 ▪ xThreat: 1.48 - 0.91 ▪ Possession: 57.0% - 43.0% ▪ Field Tilt: 50.0% - 50.0% ▪ Def Action Height: 50.1 - 47.0 https://t.co/W2puJgyR3j
2024-06-23 03:15:46+00,Mexico 1 : 0 Jamaica  ▪ xG: 1.48 - 0.43 ▪ xThreat: 1.7 - 0.94 ▪ Possession: 60.9% - 39.1% ▪ Field Tilt: 68.4% - 31.6% ▪ Def Action Height: 41.6 - 42.6 https://t.co/i3dqrRVZ3h
2024-06-23 00:11:36+00,Ecuador 1 : 2 Venezuela  ▪ xG: 0.84 - 1.51 ▪ xThreat: 0.94 - 1.82 ▪ Possession: 34.5% - 65.5% ▪ Field Tilt: 31.2% - 68.8% ▪ Def Action Height: 44.0 - 49.1 https://t.co/PeEy2m9tTA
2024-06-22 21:07:56+00,Belgium 2 : 0 Romania  ▪ xG: 2.46 - 1.43 ▪ xThreat: 1.56 - 1.08 ▪ Possession: 55.1% - 44.9% ▪ Field Tilt: 57.1% - 42.9% ▪ Def Action Height: 52.5 - 40.2 https://t.co/KsY64LZfqe
2024-06-22 21:08:19+00,Belgium 2 : 0 Romania  ▪ Pass directness: 29.8 - 32.3 ▪ 10+ pass sequences: 15 - 4 ▪ Goalkick length: 43.1 - 43.7 ▪ Goalkick progr.: 20.9 - 33.7 https://t.co/5oDbwtn3pk
2024-06-22 21:08:22+00,Jérémy Doku vs. Romania  Successful Passes: 22 Expected Threat: 0.51 Progression via pass: 3.29 Progression via carry: 5.44 https://t.co/XMJT91U7lT
2024-06-22 18:04:45+00,Turkiye 0 : 3 Portugal  ▪ xG: 0.68 - 1.86 ▪ xThreat: 1.09 - 1.43 ▪ Possession: 43.1% - 56.9% ▪ Field Tilt: 54.9% - 45.1% ▪ Def Action Height: 42.7 - 47.1 https://t.co/cU7EYtVLkp
2024-06-22 18:05:05+00,Turkiye 0 : 3 Portugal  ▪ Pass directness: 32.2 - 27.6 ▪ 10+ pass sequences: 11 - 19 ▪ Goalkick length: 11.4 - 14.8 ▪ Goalkick progr.: 40.6 - 44.7 https://t.co/yEiWPac3x1
2024-06-22 18:05:08+00,Bernardo Silva vs. Turkiye  Successful Passes: 50 Expected Threat: 0.26 Progression via pass: 5.56 Progression via carry: 2.73 https://t.co/wRxmIqPvIf
2024-06-22 15:15:08+00,Georgia 1 : 1 Czechia  ▪ xG: 1.22 - 3.06 ▪ xThreat: 0.67 - 2.52 ▪ Possession: 38.2% - 61.8% ▪ Field Tilt: 25.9% - 74.1% ▪ Def Action Height: 41.2 - 50.2 https://t.co/RxJnJGxE4x
2024-06-22 02:12:56+00,Peru 0 : 0 Chile  ▪ xG: 0.74 - 0.99 ▪ xThreat: 0.84 - 1.42 ▪ Possession: 36.3% - 63.7% ▪ Field Tilt: 44.7% - 55.3% ▪ Def Action Height: 45.2 - 45.9 https://t.co/9H7N69tmsE
2024-06-21 20:59:08+00,Netherlands 0 : 0 France  ▪ xG: 0.52 - 1.02 ▪ xThreat: 0.64 - 1.78 ▪ Possession: 37.7% - 62.3% ▪ Field Tilt: 31.1% - 68.9% ▪ Def Action Height: 43.5 - 51.2 https://t.co/12zbBbSYJV
2024-06-21 20:59:28+00,Netherlands 0 : 0 France  ▪ Pass directness: 29.5 - 26.7 ▪ 10+ pass sequences: 17 - 28 ▪ Goalkick length: 20.0 - 12.0 ▪ Goalkick progr.: 55.6 - 41.9 https://t.co/2MwEIAjvTX
2024-06-21 20:59:32+00,Aurélien Tchouaméni vs. Netherlands  Successful Passes: 105 Expected Threat: 0.29 Progression via pass: 8.34 Progression via carry: 2.65 https://t.co/Ng8EgGqXEh
2024-06-21 20:59:18+00,Netherlands 0 : 0 France  ▪ Penbox shots: 4 - 8 ▪ Deep completions: 4 - 11 ▪ Buildup completion: 88.9% - 94.3% ▪ PPDA: 18.9 - 14.9 ▪ High turnovers: 0 - 5 https://t.co/H5WrIbyOh6
2024-06-21 18:09:19+00,Poland 1 : 3 Austria  ▪ xG: 1.68 - 1.83 ▪ xThreat: 1.37 - 1.45 ▪ Possession: 47.3% - 52.7% ▪ Field Tilt: 38.2% - 61.8% ▪ Def Action Height: 46.1 - 53.3 https://t.co/POaV1zghzy
2024-06-21 15:05:16+00,Slovakia 1 : 2 Ukraine  ▪ xG: 1.19 - 1.55 ▪ xThreat: 1.2 - 1.43 ▪ Possession: 56.0% - 44.0% ▪ Field Tilt: 61.6% - 38.4% ▪ Def Action Height: 52.1 - 43.9 https://t.co/gBUhNlmzzL
2024-06-21 02:15:22+00,Argentina 2 : 0 Canada  ▪ xG: 3.32 - 1.11 ▪ xThreat: 1.48 - 1.0 ▪ Possession: 64.6% - 35.4% ▪ Field Tilt: 66.0% - 34.0% ▪ Def Action Height: 49.9 - 37.7 https://t.co/brPOQpFFLX
2024-06-21 02:15:41+00,Argentina 2 : 0 Canada  ▪ Pass directness: 26.7 - 34.4 ▪ 10+ pass sequences: 23 - 9 ▪ Goalkick length: 21.1 - 31.8 ▪ Goalkick progr.: 44.8 - 45.1 https://t.co/M0XOeJgKpa
2024-06-21 02:15:44+00,Lionel Messi vs. Canada  Successful Passes: 40 Expected Threat: 0.49 Progression via pass: 5.95 Progression via carry: 1.89 https://t.co/KYHSHzjotH
2024-06-20 21:01:50+00,Spain 1 : 0 Italy  ▪ xG: 2.35 - 0.2 ▪ xThreat: 1.94 - 0.75 ▪ Possession: 56.9% - 43.1% ▪ Field Tilt: 77.6% - 22.4% ▪ Def Action Height: 54.5 - 37.0 https://t.co/bvNgnxqAvu
2024-06-20 21:02:10+00,Spain 1 : 0 Italy  ▪ Pass directness: 26.9 - 28.7 ▪ 10+ pass sequences: 29 - 11 ▪ Goalkick length: 44.6 - 17.8 ▪ Goalkick progr.: 35.8 - 50.5 https://t.co/ophUzoK4PK
2024-06-20 21:02:13+00,Rodri vs. Italy  Successful Passes: 93 Expected Threat: 0.13 Progression via pass: 5.39 Progression via carry: 2.9 https://t.co/Ger6yhcMht
2024-06-20 17:59:05+00,Denmark 1 : 1 England  ▪ Pass directness: 30.4 - 28.7 ▪ 10+ pass sequences: 24 - 25 ▪ Goalkick length: 28.6 - 41.2 ▪ Goalkick progr.: 52.9 - 40.6 https://t.co/mvqBwA88TO
2024-06-20 17:59:08+00,Joachim Andersen vs. England  Successful Passes: 68 Expected Threat: 0.24 Progression via pass: 6.74 Progression via carry: 1.94 https://t.co/CnttCLeMUu
2024-06-20 17:58:45+00,Denmark 1 : 1 England  ▪ xG: 0.81 - 1.37 ▪ xThreat: 1.36 - 0.91 ▪ Possession: 50.7% - 49.3% ▪ Field Tilt: 62.6% - 37.4% ▪ Def Action Height: 53.0 - 41.4 https://t.co/9MNqnYC4LQ
2024-06-20 17:58:55+00,Denmark 1 : 1 England  ▪ Penbox shots: 5 - 7 ▪ Deep completions: 5 - 8 ▪ Buildup completion: 89.0% - 85.8% ▪ PPDA: 9.8 - 20.0 ▪ High turnovers: 8 - 5 https://t.co/nSXpN796PG
2024-06-20 15:08:45+00,Slovenia 1 : 1 Serbia  ▪ xG: 1.46 - 2.18 ▪ xThreat: 1.05 - 2.4 ▪ Possession: 39.7% - 60.3% ▪ Field Tilt: 39.9% - 60.1% ▪ Def Action Height: 40.6 - 46.7 https://t.co/250Fp2QMe2
2024-06-19 21:06:39+00,Scotland 1 : 1 Switzerland  ▪ xG: 1.11 - 1.01 ▪ xThreat: 1.25 - 0.8 ▪ Possession: 47.6% - 52.4% ▪ Field Tilt: 49.1% - 50.9% ▪ Def Action Height: 48.7 - 43.9 https://t.co/1VvJk17J4A
2024-06-19 18:03:35+00,Germany 2 : 0 Hungary  ▪ xG: 2.4 - 1.87 ▪ xThreat: 2.13 - 0.67 ▪ Possession: 68.9% - 31.1% ▪ Field Tilt: 81.9% - 18.1% ▪ Def Action Height: 54.3 - 35.4 https://t.co/4QIF0SOuAv
2024-06-19 18:03:54+00,Germany 2 : 0 Hungary  ▪ Pass directness: 28.4 - 33.8 ▪ 10+ pass sequences: 30 - 12 ▪ Goalkick length: 14.1 - 29.3 ▪ Goalkick progr.: 75.7 - 50.0 https://t.co/XlLmOvjG2z
2024-06-19 18:03:58+00,Toni Kroos vs. Hungary  Successful Passes: 125 Expected Threat: 0.44 Progression via pass: 15.21 Progression via carry: 4.31 https://t.co/Nq6r4aZPFP
2024-06-19 18:03:45+00,Germany 2 : 0 Hungary  ▪ Penbox shots: 10 - 7 ▪ Deep completions: 18 - 4 ▪ Buildup completion: 94.8% - 82.4% ▪ PPDA: 7.8 - 22.0 ▪ High turnovers: 4 - 1 https://t.co/C90cdBr2n5
2024-06-19 15:00:17+00,Croatia 2 : 2 Albania  ▪ xG: 2.65 - 2.4 ▪ xThreat: 2.83 - 1.33 ▪ Possession: 66.8% - 33.2% ▪ Field Tilt: 80.9% - 19.1% ▪ Def Action Height: 48.1 - 37.4 https://t.co/rfqwcsKEN3
2024-06-19 15:00:39+00,Croatia 2 : 2 Albania  ▪ Pass directness: 28.0 - 37.5 ▪ 10+ pass sequences: 28 - 8 ▪ Goalkick length: 30.0 - 47.2 ▪ Goalkick progr.: 39.8 - 46.0 https://t.co/dwPSUbiLoN
2024-06-19 15:00:42+00,Luka Modric vs. Albania  Successful Passes: 109 Expected Threat: 0.49 Progression via pass: 8.26 Progression via carry: 4.5 https://t.co/nIVyHvTENS
2024-06-18 20:57:41+00,Portugal 2 : 1 Czechia  ▪ xG: 1.89 - 0.31 ▪ xThreat: 1.63 - 0.54 ▪ Possession: 73.2% - 26.8% ▪ Field Tilt: 80.2% - 19.8% ▪ Def Action Height: 47.3 - 40.7 https://t.co/w8FQv7faPA
2024-06-18 20:58:01+00,Portugal 2 : 1 Czechia  ▪ Pass directness: 25.7 - 33.2 ▪ 10+ pass sequences: 27 - 2 ▪ Goalkick length: 34.7 - 47.8 ▪ Goalkick progr.: 70.8 - 28.8 https://t.co/070gBz8Ccc
2024-06-18 20:58:04+00,Vitinha vs. Czechia  Successful Passes: 88 Expected Threat: 0.36 Progression via pass: 5.86 Progression via carry: 3.59 https://t.co/jmRXq5X6Z6
2024-06-18 18:07:16+00,Turkiye 3 : 1 Georgia  ▪ xG: 3.17 - 1.69 ▪ xThreat: 1.81 - 1.32 ▪ Possession: 55.6% - 44.4% ▪ Field Tilt: 63.8% - 36.2% ▪ Def Action Height: 42.6 - 35.0 https://t.co/js8rmdHs22
2024-06-17 21:04:11+00,Austria 0 : 1 France  ▪ xG: 0.81 - 1.55 ▪ xThreat: 1.3 - 1.36 ▪ Possession: 51.5% - 48.5% ▪ Field Tilt: 52.1% - 47.9% ▪ Def Action Height: 46.6 - 39.6 https://t.co/vrmxeXlRKC
2024-06-17 21:04:30+00,Austria 0 : 1 France  ▪ Pass directness: 32.1 - 30.3 ▪ 10+ pass sequences: 16 - 13 ▪ Goalkick length: 28.4 - 26.1 ▪ Goalkick progr.: 61.0 - 49.9 https://t.co/LNQr92KtOF
2024-06-17 21:04:33+00,Théo Hernández vs. Austria  Successful Passes: 47 Expected Threat: 0.32 Progression via pass: 4.4 Progression via carry: 1.9 https://t.co/HpgZSe0s9L
2024-06-17 18:01:09+00,Belgium 0 : 1 Slovakia  ▪ xG: 1.78 - 0.74 ▪ xThreat: 1.57 - 1.04 ▪ Possession: 60.0% - 40.0% ▪ Field Tilt: 55.4% - 44.6% ▪ Def Action Height: 52.2 - 43.7 https://t.co/amaIIFzOVw
2024-06-17 18:01:28+00,Belgium 0 : 1 Slovakia  ▪ Pass directness: 27.0 - 33.6 ▪ 10+ pass sequences: 23 - 6 ▪ Goalkick length: 20.7 - 43.5 ▪ Goalkick progr.: 67.4 - 31.0 https://t.co/WueTPfUI0H
2024-06-17 18:01:32+00,Zeno Debast vs. Slovakia  Successful Passes: 89 Expected Threat: 0.11 Progression via pass: 6.3 Progression via carry: 1.85 https://t.co/uHV5zxu4xX
2024-06-17 18:01:19+00,Belgium 0 : 1 Slovakia  ▪ Penbox shots: 10 - 6 ▪ Deep completions: 8 - 7 ▪ Buildup completion: 86.0% - 78.7% ▪ PPDA: 8.6 - 14.9 ▪ High turnovers: 5 - 7 https://t.co/TdVtbaIOPv
2024-06-17 14:58:18+00,Romania 3 : 0 Ukraine  ▪ xG: 1.1 - 0.71 ▪ xThreat: 0.72 - 1.46 ▪ Possession: 29.9% - 70.1% ▪ Field Tilt: 33.3% - 66.7% ▪ Def Action Height: 38.7 - 45.9 https://t.co/Y91Fpxyrbo
2024-06-16 21:00:34+00,Serbia 0 : 1 England  ▪ xG: 0.27 - 0.96 ▪ xThreat: 0.9 - 1.3 ▪ Possession: 47.2% - 52.8% ▪ Field Tilt: 48.6% - 51.4% ▪ Def Action Height: 45.6 - 42.7 https://t.co/MNEgSbSLXA
2024-06-16 21:00:53+00,Serbia 0 : 1 England  ▪ Pass directness: 27.0 - 27.0 ▪ 10+ pass sequences: 21 - 24 ▪ Goalkick length: 17.9 - 66.6 ▪ Goalkick progr.: 63.3 - 57.3 https://t.co/arAi42t7dG
2024-06-16 21:00:56+00,Jude Bellingham vs. Serbia  Successful Passes: 67 Expected Threat: 0.18 Progression via pass: 4.74 Progression via carry: 2.33 https://t.co/7SC8SBEX4M
2024-06-16 17:57:22+00,Slovenia 1 : 1 Denmark  ▪ xG: 1.35 - 1.93 ▪ xThreat: 1.03 - 2.51 ▪ Possession: 32.9% - 67.1% ▪ Field Tilt: 25.1% - 74.9% ▪ Def Action Height: 35.9 - 48.6 https://t.co/Z1hXHuxJpK
2024-06-16 17:57:42+00,Slovenia 1 : 1 Denmark  ▪ Pass directness: 31.3 - 29.0 ▪ 10+ pass sequences: 7 - 26 ▪ Goalkick length: 40.8 - 32.8 ▪ Goalkick progr.: 28.4 - 49.4 https://t.co/xtoUbJ5XMO
2024-06-16 17:57:45+00,Joachim Andersen vs. Slovenia  Successful Passes: 77 Expected Threat: 0.13 Progression via pass: 5.59 Progression via carry: 1.75 https://t.co/7SbJwEkewy
2024-06-16 15:06:56+00,Poland 1 : 2 Netherlands  ▪ xG: 1.16 - 1.89 ▪ xThreat: 1.23 - 2.06 ▪ Possession: 33.9% - 66.1% ▪ Field Tilt: 30.7% - 69.3% ▪ Def Action Height: 36.2 - 49.1 https://t.co/wiVqcMWKse
2024-06-16 15:07:16+00,Poland 1 : 2 Netherlands  ▪ Pass directness: 35.0 - 30.6 ▪ 10+ pass sequences: 4 - 25 ▪ Goalkick length: 22.7 - 60.3 ▪ Goalkick progr.: 24.5 - 0.0 https://t.co/yfQ5GtrHWu
2024-06-16 15:07:19+00,Nathan Aké vs. Poland  Successful Passes: 67 Expected Threat: 0.25 Progression via pass: 4.94 Progression via carry: 2.49 https://t.co/BjC2DtAIN5
2024-06-15 21:04:50+00,Italy 2 : 1 Albania  ▪ xG: 1.94 - 0.43 ▪ xThreat: 2.11 - 0.43 ▪ Possession: 67.9% - 32.1% ▪ Field Tilt: 87.4% - 12.6% ▪ Def Action Height: 55.8 - 36.8 https://t.co/M7epGCBo8O
2024-06-15 21:05:10+00,Italy 2 : 1 Albania  ▪ Pass directness: 26.5 - 24.1 ▪ 10+ pass sequences: 35 - 15 ▪ Goalkick length: 22.8 - 41.1 ▪ Goalkick progr.: 39.7 - 38.7 https://t.co/GwxeDuT5FA
2024-06-15 21:05:14+00,Giovanni Di Lorenzo vs. Albania  Successful Passes: 120 Expected Threat: 0.33 Progression via pass: 9.81 Progression via carry: 2.36 https://t.co/1Rv8Yo2VQk
2024-06-15 21:05:00+00,Italy 2 : 1 Albania  ▪ Penbox shots: 12 - 4 ▪ Deep completions: 19 - 3 ▪ Buildup completion: 93.9% - 84.9% ▪ PPDA: 11.5 - 24.0 ▪ High turnovers: 5 - 0 https://t.co/Q4PxaBPvjt
2024-06-15 17:58:37+00,Spain 3 : 0 Croatia  ▪ Pass directness: 29.0 - 27.0 ▪ 10+ pass sequences: 15 - 18 ▪ Goalkick length: 39.8 - 23.3 ▪ Goalkick progr.: 34.5 - 46.3 https://t.co/9GvkvlzTwk
2024-06-15 17:58:39+00,Nacho vs. Croatia  Successful Passes: 53 Expected Threat: 0.09 Progression via pass: 4.22 Progression via carry: 2.21 https://t.co/1gyGfwAT6q
2024-06-15 17:58:17+00,Spain 3 : 0 Croatia  ▪ xG: 2.22 - 2.15 ▪ xThreat: 1.29 - 1.22 ▪ Possession: 46.4% - 53.6% ▪ Field Tilt: 55.0% - 45.0% ▪ Def Action Height: 51.5 - 44.8 https://t.co/E5STBUskBN
2024-06-15 17:58:27+00,Spain 3 : 0 Croatia  ▪ Penbox shots: 8 - 10 ▪ Deep completions: 7 - 11 ▪ Buildup completion: 83.9% - 87.7% ▪ PPDA: 10.8 - 11.9 ▪ High turnovers: 2 - 4 https://t.co/a1UfdBeq6d
2024-06-15 15:15:04+00,Hungary 1 : 3 Switzerland  ▪ xG: 1.08 - 1.62 ▪ xThreat: 1.24 - 1.3 ▪ Possession: 49.7% - 50.3% ▪ Field Tilt: 37.7% - 62.3% ▪ Def Action Height: 46.5 - 48.0 https://t.co/K16LU2zUby
2024-06-15 15:15:24+00,Hungary 1 : 3 Switzerland  ▪ Pass directness: 32.6 - 31.3 ▪ 10+ pass sequences: 16 - 13 ▪ Goalkick length: 8.4 - 26.8 ▪ Goalkick progr.: 61.8 - 18.2 https://t.co/JND2IhG9sr
2024-06-15 15:15:28+00,Granit Xhaka vs. Hungary  Successful Passes: 79 Expected Threat: 0.17 Progression via pass: 5.43 Progression via carry: 1.91 https://t.co/M9jeJombYH
2024-06-14 20:58:52+00,Germany 5 : 1 Scotland  ▪ xG: 2.04 - 0.02 ▪ xThreat: 2.08 - 0.37 ▪ Possession: 72.2% - 27.8% ▪ Field Tilt: 89.5% - 10.5% ▪ Def Action Height: 57.0 - 36.4 https://t.co/7l1NyZBD2y
2024-06-14 20:59:28+00,Germany 5 : 1 Scotland  ▪ Pass directness: 25.0 - 32.1 ▪ 10+ pass sequences: 35 - 5 ▪ Goalkick length: 12.2 - 65.2 ▪ Goalkick progr.: 74.7 - 36.3 https://t.co/5VOqzZ8Hpj
2024-06-14 20:59:32+00,Toni Kroos vs. Scotland  Successful Passes: 102 Expected Threat: 0.25 Progression via pass: 9.63 Progression via carry: 2.57 https://t.co/CRMkUo2Gox
2024-06-01 21:03:09+00,Dortmund 0 : 2 Real Madrid  ▪ xG: 1.45 - 0.89 ▪ xThreat: 1.32 - 1.74 ▪ Possession: 43.1% - 56.9% ▪ Field Tilt: 51.3% - 48.7% ▪ Def Action Height: 40.9 - 46.9  #msbot_ucl #ucl https://t.co/GmlX4MJR1d
2024-06-01 21:03:28+00,Dortmund 0 : 2 Real Madrid  ▪ Pass directness: 29.5 - 28.9 ▪ 10+ pass sequences: 12 - 29 ▪ Goalkick length: 13.0 - 21.4 ▪ Goalkick progr.: 51.3 - 30.1 https://t.co/j2wdk7rhVI
2024-06-01 21:03:31+00,Nico Schlotterbeck vs. Real Madrid  Successful Passes: 65 Expected Threat: 0.22 Progression via pass: 8.74 Progression via carry: 3.09 https://t.co/yUIVpmMBFw
2024-05-26 21:15:59+00,Sevilla 1 : 2 Barcelona  ▪ xG: 1.83 - 1.31 ▪ xThreat: 1.68 - 1.95 ▪ Possession: 39.2% - 60.8% ▪ Field Tilt: 38.2% - 61.8% ▪ Def Action Height: 42.3 - 51.2  #msbot_spa #laliga https://t.co/7nEDdNVPS4
2024-05-26 21:16:31+00,Sevilla 1 : 2 Barcelona  ▪ Pass directness: 31.5 - 30.8 ▪ 10+ pass sequences: 16 - 30 ▪ Goalkick length: 40.6 - 23.6 ▪ Goalkick progr.: 51.8 - 81.1 https://t.co/6nbt7akBcl
2024-05-26 21:16:37+00,Ilkay Gündogan vs. Sevilla  Successful Passes: 110 Expected Threat: 0.24 Progression via pass: 7.04 Progression via carry: 4.84 https://t.co/55pvvJazrG
2024-05-26 21:16:13+00,Sevilla 1 : 2 Barcelona  ▪ Penbox shots: 13 - 9 ▪ Deep completions: 7 - 13 ▪ Buildup completion: 90.5% - 95.1% ▪ PPDA: 15.1 - 10.6 ▪ High turnovers: 4 - 4 https://t.co/8HZytUU67F
2024-05-26 20:46:56+00,Verona 2 : 2 Inter  ▪ xG: 1.17 - 2.86 ▪ xThreat: 1.32 - 1.27 ▪ Possession: 35.0% - 65.0% ▪ Field Tilt: 60.6% - 39.4% ▪ Def Action Height: 61.5 - 42.3  #msbot_ita #seriea https://t.co/zCGdMA9oOP
2024-05-26 20:47:18+00,Verona 2 : 2 Inter  ▪ Pass directness: 31.7 - 29.1 ▪ 10+ pass sequences: 6 - 21 ▪ Goalkick length: 57.7 - 14.6 ▪ Goalkick progr.: 26.8 - 51.7 https://t.co/aovYC2LeUD
2024-05-26 20:47:23+00,Carlos Augusto vs. Verona  Successful Passes: 70 Expected Threat: 0.26 Progression via pass: 4.56 Progression via carry: 1.63 https://t.co/8iuMX6SXtG
2024-05-25 21:00:15+00,Real Madrid 0 : 0 Real Betis  ▪ xG: 1.22 - 1.05 ▪ xThreat: 1.6 - 0.99 ▪ Possession: 59.2% - 40.8% ▪ Field Tilt: 62.0% - 38.0% ▪ Def Action Height: 46.0 - 30.9  #msbot_spa #laliga https://t.co/EfXhJ3csfP
2024-05-25 21:00:39+00,Real Madrid 0 : 0 Real Betis  ▪ Pass directness: 30.4 - 31.0 ▪ 10+ pass sequences: 31 - 17 ▪ Goalkick length: 22.1 - 47.8 ▪ Goalkick progr.: 73.5 - 23.9 https://t.co/LKA9J54vjX
2024-05-25 21:00:43+00,Toni Kroos vs. Real Betis  Successful Passes: 109 Expected Threat: 0.47 Progression via pass: 11.43 Progression via carry: 2.81 https://t.co/HmWXIkFOKe
2024-05-25 20:46:11+00,Milan 3 : 3 Salernitana  ▪ xG: 2.78 - 1.75 ▪ xThreat: 2.81 - 1.05 ▪ Possession: 66.2% - 33.8% ▪ Field Tilt: 79.2% - 20.8% ▪ Def Action Height: 48.5 - 34.7  #msbot_ita #seriea https://t.co/1lw70dcjhn
