published_at,content
2024-05-11 20:52:28+00,Milan 5 : 1 Cagliari  ▪ Pass directness: 26.9 - 30.3 ▪ 10+ pass sequences: 30 - 4 ▪ Goalkick length: 15.9 - 28.2 ▪ Goalkick progr.: 60.6 - 33.9 https://t.co/77b898DNON
2024-05-11 20:52:32+00,Tijjani Reijnders vs. Cagliari  Successful Passes: 76 Expected Threat: 0.19 Progression via pass: 3.95 Progression via carry: 3.39 https://t.co/BhJW4Sx0ZB
2024-05-11 18:39:02+00,Granada 0 : 4 Real Madrid  ▪ xG: 0.65 - 2.88 ▪ xThreat: 1.55 - 1.27 ▪ Possession: 42.4% - 57.6% ▪ Field Tilt: 46.6% - 53.4% ▪ Def Action Height: 45.4 - 37.3  #msbot_spa #laliga https://t.co/cbJgMxDCSs
2024-05-11 18:39:25+00,Granada 0 : 4 Real Madrid  ▪ Pass directness: 32.9 - 33.6 ▪ 10+ pass sequences: 10 - 24 ▪ Goalkick length: 52.7 - 14.4 ▪ Goalkick progr.: 39.2 - 56.5 https://t.co/4PE1hxlH8C
2024-05-11 18:39:28+00,Carlos Neva vs. Real Madrid  Successful Passes: 42 Expected Threat: 0.27 Progression via pass: 5.17 Progression via carry: 1.53 https://t.co/G66btxmRZt
2024-05-11 18:38:03+00,N. Forest 2 : 3 Chelsea  ▪ xG: 2.13 - 1.92 ▪ xThreat: 1.4 - 2.03 ▪ Possession: 33.2% - 66.8% ▪ Field Tilt: 45.9% - 54.1% ▪ Def Action Height: 40.1 - 47.5  #msbot_eng #epl https://t.co/QdghWXIPkV
2024-05-11 18:38:23+00,N. Forest 2 : 3 Chelsea  ▪ Pass directness: 34.9 - 34.9 ▪ 10+ pass sequences: 5 - 26 ▪ Goalkick length: 16.4 - 20.3 ▪ Goalkick progr.: 79.3 - 64.0 https://t.co/Vtq8rzrmTj
2024-05-11 18:38:27+00,Thiago Silva vs. N. Forest  Successful Passes: 101 Expected Threat: 0.19 Progression via pass: 11.32 Progression via carry: 3.27 https://t.co/cZUyWjKJJT
2024-05-11 16:10:30+00,Wolves 1 : 3 C. Palace  ▪ xG: 1.19 - 2.21 ▪ xThreat: 1.6 - 1.42 ▪ Possession: 61.5% - 38.5% ▪ Field Tilt: 65.6% - 34.4% ▪ Def Action Height: 50.7 - 44.3  #msbot_eng #epl https://t.co/z8xtqM5hb0
2024-05-11 16:09:55+00,West Ham 3 : 1 Luton  ▪ xG: 3.03 - 0.45 ▪ xThreat: 1.79 - 1.2 ▪ Possession: 58.2% - 41.8% ▪ Field Tilt: 62.4% - 37.6% ▪ Def Action Height: 44.5 - 47.1  #msbot_eng #epl https://t.co/nVSIgVYf3l
2024-05-11 16:08:37+00,Spurs 2 : 1 Burnley  ▪ xG: 2.41 - 0.82 ▪ xThreat: 1.88 - 0.96 ▪ Possession: 62.6% - 37.4% ▪ Field Tilt: 84.4% - 15.6% ▪ Def Action Height: 58.4 - 38.5  #msbot_eng #epl https://t.co/PFIrizN7Pa
2024-05-11 16:08:56+00,Spurs 2 : 1 Burnley  ▪ Pass directness: 32.2 - 33.7 ▪ 10+ pass sequences: 20 - 9 ▪ Goalkick length: 20.0 - 13.1 ▪ Goalkick progr.: 22.8 - 32.1 https://t.co/CAU8DpVzqR
2024-05-11 16:09:00+00,James Maddison vs. Burnley  Successful Passes: 60 Expected Threat: 0.66 Progression via pass: 5.86 Progression via carry: 2.75 https://t.co/4TBIyx3D2H
2024-05-11 16:08:47+00,Spurs 2 : 1 Burnley  ▪ Penbox shots: 16 - 6 ▪ Deep completions: 15 - 5 ▪ Buildup completion: 88.9% - 75.2% ▪ PPDA: 7.6 - 11.9 ▪ High turnovers: 13 - 3 https://t.co/ULu32NOEvN
2024-05-11 16:08:02+00,Bournemouth 1 : 2 Brentford  ▪ xG: 0.66 - 1.91 ▪ xThreat: 1.36 - 1.44 ▪ Possession: 48.7% - 51.3% ▪ Field Tilt: 56.3% - 43.7% ▪ Def Action Height: 45.6 - 46.7  #msbot_eng #epl https://t.co/Van7pQqpFA
2024-05-11 16:07:20+00,Everton 1 : 0 Sheff Utd  ▪ xG: 2.02 - 0.6 ▪ xThreat: 2.02 - 1.0 ▪ Possession: 57.4% - 42.6% ▪ Field Tilt: 71.3% - 28.7% ▪ Def Action Height: 47.6 - 45.4  #msbot_eng #epl https://t.co/RCGzNX39th
2024-05-11 16:06:41+00,Newcastle 1 : 1 Brighton  ▪ xG: 2.73 - 1.65 ▪ xThreat: 1.98 - 1.22 ▪ Possession: 55.5% - 44.5% ▪ Field Tilt: 61.2% - 38.8% ▪ Def Action Height: 53.7 - 41.0  #msbot_eng #epl https://t.co/kJj12dEQyZ
2024-05-11 13:39:38+00,Fulham 0 : 4 Man City  ▪ xG: 0.11 - 3.05 ▪ xThreat: 0.51 - 1.89 ▪ Possession: 36.1% - 63.9% ▪ Field Tilt: 20.1% - 79.9% ▪ Def Action Height: 36.2 - 55.6  #msbot_eng #epl https://t.co/iPbI8NluOz
2024-05-11 13:39:59+00,Fulham 0 : 4 Man City  ▪ Pass directness: 30.1 - 28.8 ▪ 10+ pass sequences: 15 - 34 ▪ Goalkick length: 21.5 - 33.1 ▪ Goalkick progr.: 39.8 - 47.9 https://t.co/3X6CG9UEHe
2024-05-11 13:40:02+00,Rodri vs. Fulham  Successful Passes: 118 Expected Threat: 0.22 Progression via pass: 8.12 Progression via carry: 2.2 https://t.co/H2D6T4pIcQ
2024-05-10 20:46:00+00,Frosinone 0 : 5 Inter  ▪ xG: 1.75 - 1.67 ▪ xThreat: 1.13 - 1.68 ▪ Possession: 41.9% - 58.1% ▪ Field Tilt: 55.1% - 44.9% ▪ Def Action Height: 56.4 - 37.0  #msbot_ita #seriea https://t.co/5v0lGUMheo
2024-05-10 20:46:20+00,Frosinone 0 : 5 Inter  ▪ Pass directness: 31.6 - 31.8 ▪ 10+ pass sequences: 12 - 23 ▪ Goalkick length: 18.0 - 31.3 ▪ Goalkick progr.: 45.7 - 50.4 https://t.co/o1rws85pFl
2024-05-10 20:46:23+00,Matías Soulé vs. Inter  Successful Passes: 39 Expected Threat: 0.19 Progression via pass: 4.73 Progression via carry: 3.71 https://t.co/YJ8zhW9aaI
2024-05-09 21:04:41+00,Leverkusen 2 : 2 Roma  ▪ xG: 3.33 - 2.77 ▪ xThreat: 2.56 - 1.08 ▪ Possession: 59.1% - 40.9% ▪ Field Tilt: 80.8% - 19.2% ▪ Def Action Height: 52.2 - 43.7  #msbot_uel #uel https://t.co/14LknI0tI2
2024-05-09 21:05:00+00,Leverkusen 2 : 2 Roma  ▪ Pass directness: 32.1 - 30.0 ▪ 10+ pass sequences: 23 - 10 ▪ Goalkick length: 52.8 - 28.3 ▪ Goalkick progr.: 30.1 - 37.5 https://t.co/0RMWjyaMJC
2024-05-09 21:05:04+00,Granit Xhaka vs. Roma  Successful Passes: 90 Expected Threat: 0.52 Progression via pass: 13.15 Progression via carry: 1.92 https://t.co/B4hXCicdxi
2024-05-08 21:17:18+00,Real Madrid 2 : 1 Bayern  ▪ xG: 3.39 - 0.41 ▪ xThreat: 1.81 - 0.78 ▪ Possession: 57.4% - 42.6% ▪ Field Tilt: 84.2% - 15.8% ▪ Def Action Height: 52.8 - 35.8  #msbot_ucl #ucl https://t.co/5QKZj8u7bn
2024-05-08 21:17:43+00,Real Madrid 2 : 1 Bayern  ▪ Pass directness: 29.6 - 28.5 ▪ 10+ pass sequences: 31 - 16 ▪ Goalkick length: 44.2 - 10.3 ▪ Goalkick progr.: 49.6 - 37.2 https://t.co/REE3vKCDS4
2024-05-08 21:17:46+00,Toni Kroos vs. Bayern  Successful Passes: 96 Expected Threat: 0.21 Progression via pass: 8.87 Progression via carry: 2.06 https://t.co/1LUYHDsMso
2024-05-08 21:17:30+00,Real Madrid 2 : 1 Bayern  ▪ Penbox shots: 11 - 6 ▪ Deep completions: 13 - 3 ▪ Buildup completion: 93.1% - 86.7% ▪ PPDA: 11.1 - 15.4 ▪ High turnovers: 7 - 0 https://t.co/0Ax6zc13Iy
2024-05-07 21:00:33+00,PSG 0 : 1 Dortmund  ▪ xG: 3.34 - 1.0 ▪ xThreat: 2.12 - 1.13 ▪ Possession: 68.7% - 31.3% ▪ Field Tilt: 82.8% - 17.2% ▪ Def Action Height: 43.4 - 35.0  #msbot_ucl #ucl https://t.co/IEwO47zKeX
2024-05-07 21:00:56+00,PSG 0 : 1 Dortmund  ▪ Pass directness: 26.8 - 35.2 ▪ 10+ pass sequences: 22 - 10 ▪ Goalkick length: 12.1 - 36.1 ▪ Goalkick progr.: 26.6 - 35.5 https://t.co/f1msF8jDCC
2024-05-07 21:00:59+00,Achraf Hakimi vs. Dortmund  Successful Passes: 89 Expected Threat: 0.36 Progression via pass: 8.57 Progression via carry: 3.89 https://t.co/uqOkUJiZgs
2024-05-06 21:05:10+00,C. Palace 4 : 0 Man Utd  ▪ xG: 1.56 - 0.42 ▪ xThreat: 1.48 - 1.27 ▪ Possession: 43.3% - 56.7% ▪ Field Tilt: 62.1% - 37.9% ▪ Def Action Height: 50.2 - 39.3  #msbot_eng #epl https://t.co/cHjN6AgfAd
2024-05-06 21:05:33+00,C. Palace 4 : 0 Man Utd  ▪ Pass directness: 33.0 - 26.8 ▪ 10+ pass sequences: 12 - 24 ▪ Goalkick length: 40.3 - 14.4 ▪ Goalkick progr.: 30.7 - 74.5 https://t.co/d6v9QyCGsN
2024-05-06 21:05:35+00,Michael Olise vs. Man Utd  Successful Passes: 37 Expected Threat: 0.29 Progression via pass: 4.48 Progression via carry: 3.03 https://t.co/dc1omipxLE
2024-05-05 20:51:40+00,Roma 1 : 1 Juventus  ▪ xG: 1.52 - 0.85 ▪ xThreat: 2.29 - 1.53 ▪ Possession: 60.6% - 39.4% ▪ Field Tilt: 54.7% - 45.3% ▪ Def Action Height: 42.2 - 48.7  #msbot_ita #seriea https://t.co/bcysK4cpFZ
2024-05-05 20:52:00+00,Roma 1 : 1 Juventus  ▪ Pass directness: 27.2 - 33.2 ▪ 10+ pass sequences: 21 - 13 ▪ Goalkick length: 17.2 - 20.6 ▪ Goalkick progr.: 50.2 - 41.2 https://t.co/bR029LLnXw
2024-05-05 20:52:03+00,Leandro Paredes vs. Juventus  Successful Passes: 88 Expected Threat: 0.15 Progression via pass: 6.59 Progression via carry: 3.06 https://t.co/SHVa3YjI5p
2024-05-05 17:57:38+00,Milan 3 : 3 Genoa  ▪ xG: 2.64 - 0.95 ▪ xThreat: 2.11 - 0.99 ▪ Possession: 59.2% - 40.8% ▪ Field Tilt: 77.1% - 22.9% ▪ Def Action Height: 51.5 - 40.7  #msbot_ita #seriea https://t.co/DSVbbeVp4W
2024-05-05 17:57:59+00,Milan 3 : 3 Genoa  ▪ Pass directness: 30.5 - 31.3 ▪ 10+ pass sequences: 20 - 9 ▪ Goalkick length: 9.0 - 38.9 ▪ Goalkick progr.: 65.2 - 44.4 https://t.co/6nt6ME7aK0
2024-05-05 17:58:03+00,Théo Hernández vs. Genoa  Successful Passes: 60 Expected Threat: 0.24 Progression via pass: 5.44 Progression via carry: 3.01 https://t.co/ZgZUbJXlTl
2024-05-05 17:30:20+00,Eintracht 1 : 5 Leverkusen  ▪ xG: 1.8 - 2.9 ▪ xThreat: 1.22 - 1.19 ▪ Possession: 55.2% - 44.8% ▪ Field Tilt: 62.6% - 37.4% ▪ Def Action Height: 48.3 - 29.7  #msbot_ger #bundesliga https://t.co/tf6UVPXQo0
2024-05-05 17:30:47+00,Eintracht 1 : 5 Leverkusen  ▪ Pass directness: 25.5 - 33.3 ▪ 10+ pass sequences: 18 - 15 ▪ Goalkick length: 12.3 - 44.8 ▪ Goalkick progr.: 38.7 - 33.7 https://t.co/mYdtb2HKVN
2024-05-05 17:30:51+00,Mario Götze vs. Leverkusen  Successful Passes: 72 Expected Threat: 0.21 Progression via pass: 4.04 Progression via carry: 1.21 https://t.co/DrIxIdK1Cn
2024-05-05 17:30:34+00,Eintracht 1 : 5 Leverkusen  ▪ Penbox shots: 10 - 5 ▪ Deep completions: 13 - 7 ▪ Buildup completion: 88.6% - 84.3% ▪ PPDA: 10.2 - 32.4 ▪ High turnovers: 13 - 2 https://t.co/4AMrYztKnc
2024-05-05 17:28:58+00,Liverpool 4 : 2 Spurs  ▪ xG: 2.99 - 1.42 ▪ xThreat: 2.49 - 1.31 ▪ Possession: 45.7% - 54.3% ▪ Field Tilt: 51.5% - 48.5% ▪ Def Action Height: 38.6 - 46.6  #msbot_eng #epl https://t.co/71XPYSqxW9
2024-05-05 17:29:20+00,Liverpool 4 : 2 Spurs  ▪ Pass directness: 36.9 - 35.3 ▪ 10+ pass sequences: 13 - 17 ▪ Goalkick length: 31.3 - 28.3 ▪ Goalkick progr.: 45.3 - 34.9 https://t.co/lUZ3kDioUc
2024-05-05 17:29:22+00,Mohamed Salah vs. Spurs  Successful Passes: 24 Expected Threat: 0.4 Progression via pass: 4.38 Progression via carry: 3.13 https://t.co/zqrEmDaHnq
2024-05-05 15:07:14+00,Brighton 1 : 0 Aston Villa  ▪ xG: 2.49 - 0.1 ▪ xThreat: 1.57 - 0.59 ▪ Possession: 52.2% - 47.8% ▪ Field Tilt: 62.2% - 37.8% ▪ Def Action Height: 52.2 - 41.1  #msbot_eng #epl https://t.co/Fas4m5eKgY
2024-05-05 15:06:01+00,Chelsea 5 : 0 West Ham  ▪ xG: 4.14 - 0.83 ▪ xThreat: 2.11 - 0.86 ▪ Possession: 69.2% - 30.8% ▪ Field Tilt: 60.0% - 40.0% ▪ Def Action Height: 42.4 - 44.7  #msbot_eng #epl https://t.co/xY1W29RLFj
2024-05-05 15:06:21+00,Chelsea 5 : 0 West Ham  ▪ Pass directness: 29.0 - 33.1 ▪ 10+ pass sequences: 35 - 9 ▪ Goalkick length: 25.1 - 31.9 ▪ Goalkick progr.: 47.3 - 53.0 https://t.co/7wjHr8BBfn
2024-05-05 15:06:24+00,Cole Palmer vs. West Ham  Successful Passes: 53 Expected Threat: 0.46 Progression via pass: 5.73 Progression via carry: 3.41 https://t.co/VpTkQKugiD
2024-05-04 20:41:55+00,Sassuolo 1 : 0 Inter  ▪ xG: 0.31 - 1.65 ▪ xThreat: 0.6 - 1.91 ▪ Possession: 24.5% - 75.5% ▪ Field Tilt: 19.5% - 80.5% ▪ Def Action Height: 38.7 - 43.3  #msbot_ita #seriea https://t.co/CiACiHQjHq
2024-05-04 20:42:15+00,Sassuolo 1 : 0 Inter  ▪ Pass directness: 36.6 - 27.4 ▪ 10+ pass sequences: 4 - 37 ▪ Goalkick length: 51.3 - 20.0 ▪ Goalkick progr.: 25.8 - 75.5 https://t.co/hZO1uQ04JR
2024-05-04 20:42:19+00,Stefan de Vrij vs. Sassuolo  Successful Passes: 101 Expected Threat: 0.2 Progression via pass: 9.66 Progression via carry: 3.43 https://t.co/AFe6ghpFVl
2024-05-04 18:41:21+00,Girona 4 : 2 Barcelona  ▪ xG: 2.0 - 2.74 ▪ xThreat: 1.56 - 1.95 ▪ Possession: 39.9% - 60.1% ▪ Field Tilt: 33.7% - 66.3% ▪ Def Action Height: 37.7 - 48.9  #msbot_spa #laliga https://t.co/ffW1KnU8Jj
2024-05-04 18:41:43+00,Girona 4 : 2 Barcelona  ▪ Pass directness: 33.6 - 29.0 ▪ 10+ pass sequences: 14 - 27 ▪ Goalkick length: 47.3 - 45.4 ▪ Goalkick progr.: 27.1 - 49.9 https://t.co/fw8SjMn4yG
2024-05-04 18:41:46+00,Lamine Yamal vs. Girona  Successful Passes: 42 Expected Threat: 0.43 Progression via pass: 6.0 Progression via carry: 2.98 https://t.co/snImaoc4g4
2024-05-04 18:41:31+00,Girona 4 : 2 Barcelona  ▪ Penbox shots: 9 - 12 ▪ Deep completions: 17 - 12 ▪ Buildup completion: 82.3% - 89.5% ▪ PPDA: 23.5 - 9.1 ▪ High turnovers: 4 - 4 https://t.co/bgUGLVB5sQ
2024-05-04 18:40:44+00,Man City 5 : 1 Wolves  ▪ xG: 4.03 - 0.44 ▪ xThreat: 2.48 - 0.62 ▪ Possession: 58.3% - 41.7% ▪ Field Tilt: 80.2% - 19.8% ▪ Def Action Height: 55.7 - 37.7  #msbot_eng #epl https://t.co/JlsyYqFIhi
2024-05-04 18:41:04+00,Man City 5 : 1 Wolves  ▪ Pass directness: 29.6 - 26.1 ▪ 10+ pass sequences: 29 - 16 ▪ Goalkick length: 42.3 - 48.0 ▪ Goalkick progr.: 47.3 - 10.4 https://t.co/BiDftP8O1e
2024-05-04 18:41:07+00,Kevin De Bruyne vs. Wolves  Successful Passes: 37 Expected Threat: 0.68 Progression via pass: 3.94 Progression via carry: 2.04 https://t.co/yVNeR1PDg9
2024-05-04 16:13:14+00,Real Madrid 3 : 0 Cadiz  ▪ xG: 2.66 - 0.79 ▪ xThreat: 2.27 - 1.02 ▪ Possession: 70.4% - 29.6% ▪ Field Tilt: 80.0% - 20.0% ▪ Def Action Height: 55.3 - 28.7  #msbot_spa #laliga https://t.co/wWxk6ANFbd
2024-05-04 16:13:36+00,Real Madrid 3 : 0 Cadiz  ▪ Pass directness: 30.1 - 33.3 ▪ 10+ pass sequences: 36 - 8 ▪ Goalkick length: 22.3 - 43.2 ▪ Goalkick progr.: 68.2 - 48.3 https://t.co/0YKt61nknq
2024-05-04 16:13:39+00,Luka Modric vs. Cadiz  Successful Passes: 124 Expected Threat: 0.35 Progression via pass: 10.96 Progression via carry: 4.13 https://t.co/XlKrTORTi1
2024-05-04 16:12:41+00,Sheff Utd 1 : 3 N. Forest  ▪ xG: 2.36 - 2.09 ▪ xThreat: 1.67 - 1.49 ▪ Possession: 53.8% - 46.2% ▪ Field Tilt: 59.5% - 40.5% ▪ Def Action Height: 50.8 - 36.4  #msbot_eng #epl https://t.co/wrHo1uxFxj
2024-05-04 16:12:09+00,Burnley 1 : 4 Newcastle  ▪ xG: 1.31 - 3.81 ▪ xThreat: 1.19 - 2.27 ▪ Possession: 46.6% - 53.4% ▪ Field Tilt: 43.5% - 56.5% ▪ Def Action Height: 45.1 - 46.9  #msbot_eng #epl https://t.co/r9t3JFxqPA
2024-05-04 16:11:37+00,Brentford 0 : 0 Fulham  ▪ xG: 0.84 - 1.2 ▪ xThreat: 1.13 - 1.17 ▪ Possession: 54.4% - 45.6% ▪ Field Tilt: 56.9% - 43.1% ▪ Def Action Height: 49.8 - 39.0  #msbot_eng #epl https://t.co/cBQIN5grDU
2024-05-04 15:41:49+00,Stuttgart 3 : 1 Bayern  ▪ xG: 2.25 - 1.9 ▪ xThreat: 1.86 - 0.84 ▪ Possession: 60.5% - 39.5% ▪ Field Tilt: 87.0% - 13.0% ▪ Def Action Height: 54.7 - 33.9  #msbot_ger #bundesliga https://t.co/QtjWfHvYEh
2024-05-04 15:42:14+00,Stuttgart 3 : 1 Bayern  ▪ Pass directness: 30.4 - 30.0 ▪ 10+ pass sequences: 29 - 13 ▪ Goalkick length: 23.4 - 8.7 ▪ Goalkick progr.: 46.3 - 67.8 https://t.co/TIflmECDlG
2024-05-04 15:42:18+00,Angelo Stiller vs. Bayern  Successful Passes: 88 Expected Threat: 0.21 Progression via pass: 7.28 Progression via carry: 1.51 https://t.co/dAQDV2mLzs
2024-05-04 13:33:13+00,Arsenal 3 : 0 Bournemouth  ▪ xG: 3.69 - 0.62 ▪ xThreat: 2.27 - 0.79 ▪ Possession: 55.7% - 44.3% ▪ Field Tilt: 77.9% - 22.1% ▪ Def Action Height: 48.4 - 39.1  #msbot_eng #epl https://t.co/yMD2eIjemP
2024-05-04 13:33:35+00,Arsenal 3 : 0 Bournemouth  ▪ Pass directness: 34.1 - 28.5 ▪ 10+ pass sequences: 14 - 7 ▪ Goalkick length: 22.0 - 22.4 ▪ Goalkick progr.: 52.3 - 36.8 https://t.co/JaVGkGiA8R
2024-05-04 13:33:38+00,Martin Ødegaard vs. Bournemouth  Successful Passes: 61 Expected Threat: 0.61 Progression via pass: 9.54 Progression via carry: 2.99 https://t.co/qm2c3tiHmE
2024-05-04 13:33:24+00,Arsenal 3 : 0 Bournemouth  ▪ Penbox shots: 20 - 2 ▪ Deep completions: 32 - 3 ▪ Buildup completion: 82.4% - 80.6% ▪ PPDA: 8.1 - 8.3 ▪ High turnovers: 8 - 4 https://t.co/4kvqj5hpI2
2024-05-03 21:05:46+00,Luton 1 : 1 Everton  ▪ xG: 1.4 - 1.39 ▪ xThreat: 1.66 - 1.55 ▪ Possession: 50.9% - 49.1% ▪ Field Tilt: 52.6% - 47.4% ▪ Def Action Height: 48.0 - 47.2  #msbot_eng #epl https://t.co/MXCn90S14J
2024-05-02 21:07:23+00,Roma 0 : 2 Leverkusen  ▪ xG: 1.84 - 2.51 ▪ xThreat: 1.64 - 1.33 ▪ Possession: 53.6% - 46.4% ▪ Field Tilt: 45.9% - 54.1% ▪ Def Action Height: 46.3 - 48.4  #msbot_uel #uel https://t.co/L969mKmKN7
2024-05-02 21:07:50+00,Roma 0 : 2 Leverkusen  ▪ Pass directness: 27.1 - 31.0 ▪ 10+ pass sequences: 17 - 18 ▪ Goalkick length: 11.6 - 26.5 ▪ Goalkick progr.: 55.3 - 38.4 https://t.co/SiuKXPXrCb
2024-05-02 21:07:53+00,Leonardo Spinazzola vs. Leverkusen  Successful Passes: 46 Expected Threat: 0.19 Progression via pass: 4.08 Progression via carry: 3.53 https://t.co/WgM4M1PmJ9
2024-05-02 20:39:58+00,Chelsea 2 : 0 Spurs  ▪ xG: 1.82 - 1.88 ▪ xThreat: 0.98 - 1.78 ▪ Possession: 37.9% - 62.1% ▪ Field Tilt: 24.7% - 75.3% ▪ Def Action Height: 41.0 - 48.8  #msbot_eng #epl https://t.co/EMrZOx3179
2024-05-02 20:40:24+00,Chelsea 2 : 0 Spurs  ▪ Pass directness: 31.1 - 32.0 ▪ 10+ pass sequences: 10 - 13 ▪ Goalkick length: 56.4 - 18.9 ▪ Goalkick progr.: 25.0 - 57.8 https://t.co/HIjNZHYLGz
2024-05-02 20:40:28+00,Cristian Romero vs. Chelsea  Successful Passes: 61 Expected Threat: 0.15 Progression via pass: 6.73 Progression via carry: 2.51 https://t.co/EoQuErdTpN
2024-05-01 21:10:59+00,Dortmund 1 : 0 PSG  ▪ xG: 1.95 - 1.78 ▪ xThreat: 1.79 - 1.7 ▪ Possession: 42.9% - 57.1% ▪ Field Tilt: 36.2% - 63.8% ▪ Def Action Height: 45.4 - 39.4  #msbot_ucl #ucl https://t.co/sfi7RUfNNQ
2024-05-01 21:11:21+00,Dortmund 1 : 0 PSG  ▪ Pass directness: 33.1 - 29.5 ▪ 10+ pass sequences: 11 - 26 ▪ Goalkick length: 28.5 - 15.8 ▪ Goalkick progr.: 53.5 - 55.2 https://t.co/VH0ld55fG9
2024-05-01 21:11:24+00,Marquinhos vs. Dortmund  Successful Passes: 62 Expected Threat: 0.25 Progression via pass: 6.13 Progression via carry: 2.36 https://t.co/0HHtKncZcw
2024-04-30 20:57:18+00,Bayern 2 : 2 Real Madrid  ▪ xG: 1.62 - 1.52 ▪ xThreat: 1.25 - 0.87 ▪ Possession: 51.2% - 48.8% ▪ Field Tilt: 58.9% - 41.1% ▪ Def Action Height: 42.8 - 42.8  #msbot_ucl #ucl https://t.co/g18rM8DIOj
2024-04-30 20:57:40+00,Bayern 2 : 2 Real Madrid  ▪ Pass directness: 27.1 - 29.5 ▪ 10+ pass sequences: 26 - 19 ▪ Goalkick length: 20.6 - 26.7 ▪ Goalkick progr.: 61.8 - 51.0 https://t.co/uCnukEUfdW
2024-04-30 20:57:43+00,Konrad Laimer vs. Real Madrid  Successful Passes: 76 Expected Threat: 0.16 Progression via pass: 4.46 Progression via carry: 3.36 https://t.co/Z4ROsDoc9y
2024-04-30 20:57:29+00,Bayern 2 : 2 Real Madrid  ▪ Penbox shots: 10 - 8 ▪ Deep completions: 11 - 5 ▪ Buildup completion: 95.8% - 92.5% ▪ PPDA: 15.2 - 13.6 ▪ High turnovers: 3 - 1 https://t.co/adBC48AatK
2024-04-29 21:16:45+00,Barcelona 4 : 2 Valencia  ▪ xG: 2.92 - 1.69 ▪ xThreat: 2.56 - 0.5 ▪ Possession: 79.3% - 20.7% ▪ Field Tilt: 92.5% - 7.5% ▪ Def Action Height: 56.6 - 34.1  #msbot_spa #laliga https://t.co/PUh1ZLRC3e
2024-04-29 21:17:05+00,Barcelona 4 : 2 Valencia  ▪ Pass directness: 27.7 - 39.5 ▪ 10+ pass sequences: 35 - 2 ▪ Goalkick length: 36.4 - 41.9 ▪ Goalkick progr.: 98.1 - 24.6 https://t.co/jHSd4sNHbR
2024-04-29 21:17:09+00,Jules Koundé vs. Valencia  Successful Passes: 120 Expected Threat: 0.33 Progression via pass: 12.39 Progression via carry: 5.26 https://t.co/Tb4ztZOlbY
2024-04-28 18:08:49+00,Juventus 0 : 0 Milan  ▪ xG: 1.22 - 0.34 ▪ xThreat: 1.52 - 1.4 ▪ Possession: 51.0% - 49.0% ▪ Field Tilt: 57.8% - 42.2% ▪ Def Action Height: 45.0 - 38.1  #msbot_ita #seriea https://t.co/98Hn0Cxpvf
2024-04-28 18:09:11+00,Juventus 0 : 0 Milan  ▪ Pass directness: 28.3 - 29.2 ▪ 10+ pass sequences: 17 - 18 ▪ Goalkick length: 12.1 - 25.0 ▪ Goalkick progr.: 48.1 - 46.4 https://t.co/7EP9aGIf6a
2024-04-28 18:09:14+00,Filip Kostic vs. Milan  Successful Passes: 37 Expected Threat: 0.21 Progression via pass: 4.66 Progression via carry: 2.54 https://t.co/8VhLRsA9jT
2024-04-28 18:08:06+00,Inter 2 : 0 Torino  ▪ xG: 1.68 - 0.38 ▪ xThreat: 1.53 - 1.05 ▪ Possession: 62.4% - 37.6% ▪ Field Tilt: 63.5% - 36.5% ▪ Def Action Height: 48.2 - 37.1  #msbot_ita #seriea https://t.co/9i7890fFPb
2024-04-28 18:08:30+00,Inter 2 : 0 Torino  ▪ Pass directness: 27.7 - 29.4 ▪ 10+ pass sequences: 31 - 20 ▪ Goalkick length: 17.8 - 61.3 ▪ Goalkick progr.: 50.1 - 46.0 https://t.co/SCSDS4t8Dp
2024-04-28 18:08:33+00,Raoul Bellanova vs. Inter  Successful Passes: 44 Expected Threat: 0.28 Progression via pass: 4.21 Progression via carry: 3.4 https://t.co/qPwKKAj2hO
2024-04-28 17:52:37+00,N. Forest 0 : 2 Man City  ▪ Pass directness: 28.5 - 28.7 ▪ 10+ pass sequences: 8 - 31 ▪ Goalkick length: 29.4 - 18.3 ▪ Goalkick progr.: 30.2 - 62.2 https://t.co/XiXhtcXO3w
2024-04-28 17:52:41+00,Rodri vs. N. Forest  Successful Passes: 137 Expected Threat: 0.21 Progression via pass: 8.47 Progression via carry: 4.66 https://t.co/5K786rSVuZ
2024-04-28 17:52:17+00,N. Forest 0 : 2 Man City  ▪ xG: 2.13 - 0.93 ▪ xThreat: 1.49 - 1.37 ▪ Possession: 33.7% - 66.3% ▪ Field Tilt: 43.0% - 57.0% ▪ Def Action Height: 41.3 - 48.9  #msbot_eng #epl https://t.co/da4HE7SFkf
2024-04-28 17:52:27+00,N. Forest 0 : 2 Man City  ▪ Penbox shots: 9 - 6 ▪ Deep completions: 13 - 6 ▪ Buildup completion: 79.6% - 91.4% ▪ PPDA: 17.5 - 7.5 ▪ High turnovers: 8 - 5 https://t.co/yJJmo1vXh0
2024-04-28 15:02:12+00,Spurs 2 : 3 Arsenal  ▪ xG: 2.66 - 1.48 ▪ xThreat: 1.67 - 1.34 ▪ Possession: 62.1% - 37.9% ▪ Field Tilt: 66.0% - 34.0% ▪ Def Action Height: 51.6 - 44.3  #msbot_eng #epl https://t.co/XLdW8oRx7M
