Home Team,Home Score,Away Score,Away Team,Home xG,Away xG,Home xThreat,Away xThreat,Home Pass directness,Away Pass directness,Home Penbox shots,Away Penbox shots,Home Possession,Away Possession,Home Field Tilt,Away Field Tilt,Home Def Action Height,Away Def Action Height,Home 10+ Pass Sequences,Away 10+ Pass Sequences,Home Goal Kick Length,Away Goal Kick Length,Home Goal Kick Progression,Away Goal Kick Progression
Brentford,1.0,1.0,Man Utd,2.87,1.33,2.47,1.29,37.8,35.3,,,47.5,52.5,62.3,37.7,50.4,41.5,2.0,16.0,36.1,30.2,38.5,33.6
Brentford,2.0,0.0,Sheff Utd,0.97,0.67,1.21,1.52,,,,,53.5,46.5,57.9,42.1,42.4,44.0,,,,,,
Brentford,2.0,4.0,Newcastle,1.47,3.41,1.58,1.36,,,,,53.2,46.8,40.8,59.2,44.0,50.4,,,,,,
Brighton,0.0,2.0,Man Utd,1.81,0.97,1.76,0.99,29.1,31.6,,,54.8,45.2,68.0,32.0,50.8,41.9,25.0,12.0,13.1,18.1,44.7,39.1
Brighton,0.0,3.0,Arsenal,0.55,4.06,0.88,2.65,29.2,31.2,,,54.1,45.9,48.6,51.4,41.7,45.7,18.0,12.0,27.4,15.7,52.1,21.1
Brighton,0.0,4.0,Man City,0.75,1.91,0.8,1.04,27.9,26.8,5.0,10.0,35.5,64.5,27.5,72.5,46.3,52.8,20.0,32.0,8.0,14.2,56.8,55.5
Brighton,1.0,0.0,Aston Villa,2.49,0.1,1.57,0.59,,,,,52.2,47.8,62.2,37.8,52.2,41.1,,,,,,
Brighton,1.0,2.0,Chelsea,1.7,1.29,2.36,1.24,28.8,28.3,,,54.6,45.4,62.0,38.0,46.2,46.0,19.0,19.0,22.6,30.5,59.0,38.1
Burnley,1.0,1.0,Brighton,1.88,0.91,1.39,1.61,,,,,44.2,55.8,51.7,48.3,44.0,45.7,,,,,,
Burnley,1.0,1.0,Wolves,1.31,0.94,1.85,1.13,,,,,52.1,47.9,74.4,25.6,57.2,37.3,,,,,,
Burnley,1.0,2.0,N,1.31,1.82,1.25,0.93,,,,,72.2,27.8,85.4,14.6,53.0,27.3,,,,,,
Burnley,1.0,4.0,Newcastle,1.31,3.81,1.19,2.27,,,,,46.6,53.4,43.5,56.5,45.1,46.9,,,,,,
Cadiz,0.0,1.0,Barcelona,0.73,1.1,1.51,1.43,36.9,34.7,,,38.5,61.5,57.1,42.9,46.2,47.7,5.0,21.0,62.2,24.0,26.8,41.2
Cagliari,2.0,2.0,Juventus,1.93,0.64,0.72,1.61,45.3,27.9,,,26.4,73.6,15.9,84.1,42.4,48.1,3.0,21.0,61.2,26.2,26.1,74.3
Canada,0.0,0.0,Chile,1.3,0.43,1.18,1.11,,,,,56.1,43.9,53.5,46.5,40.7,46.3,,,,,,
Canada,2.0,2.0,Uruguay,3.01,1.53,1.3,1.13,,,,,50.7,49.3,61.4,38.6,53.8,41.1,,,,,,
Chelsea,2.0,0.0,Spurs,1.82,1.88,0.98,1.78,31.1,32.0,,,37.9,62.1,24.7,75.3,41.0,48.8,10.0,13.0,56.4,18.9,25.0,57.8
Chelsea,2.0,1.0,Bournemouth,1.06,2.27,1.47,1.66,32.2,32.1,11.0,14.0,60.8,39.2,46.9,53.1,39.6,53.0,20.0,9.0,45.9,20.1,40.8,37.5
Chelsea,2.0,2.0,Burnley,4.45,2.26,2.52,1.75,29.1,39.7,,,69.2,30.8,73.6,26.4,40.6,33.9,24.0,5.0,27.4,48.3,45.3,38.5
Chelsea,4.0,3.0,Man Utd,3.36,1.46,1.86,1.51,34.1,34.7,16.0,13.0,56.3,43.7,55.2,44.8,42.4,37.0,18.0,11.0,14.2,10.1,51.4,47.8
Chelsea,5.0,0.0,West Ham,4.14,0.83,2.11,0.86,29.0,33.1,,,69.2,30.8,60.0,40.0,42.4,44.7,35.0,9.0,25.1,31.9,47.3,53.0
Chelsea,6.0,0.0,Everton,2.69,1.38,1.16,1.34,27.9,29.7,9.0,8.0,58.5,41.5,36.4,63.6,37.0,51.5,26.0,12.0,23.6,36.8,49.9,13.7
Chile,0.0,1.0,Argentina,0.2,3.42,0.6,2.07,33.1,30.4,1.0,13.0,39.4,60.6,43.3,56.7,47.8,46.1,11.0,23.0,47.0,27.3,25.1,90.9
Colombia,2.0,1.0,Paraguay,0.73,1.48,1.31,0.84,,,,,66.2,33.8,59.5,40.5,43.6,45.6,,,,,,
Colombia,3.0,0.0,Costa Rica,2.38,0.23,1.98,0.54,,,,,63.1,36.9,66.7,33.3,51.1,45.9,,,,,,
Colombia,5.0,0.0,Panama,2.25,0.61,1.15,1.03,,,,,52.1,47.9,40.9,59.1,50.6,50.1,,,,,,
Costa Rica,2.0,1.0,Paraguay,0.67,1.19,0.61,1.5,,,,,33.2,66.8,13.0,87.0,35.7,51.7,,,,,,
Coventry,3.0,3.0,Man Utd,2.06,2.6,1.64,1.86,32.7,31.1,,,42.5,57.5,44.8,55.2,46.5,42.5,18.0,29.0,33.7,34.3,40.1,57.0
Croatia,1.0,1.0,Italy,1.58,1.97,0.66,2.03,20.8,31.0,,,46.6,53.4,45.8,54.2,50.8,45.2,21.0,21.0,38.9,21.3,37.6,31.7
Croatia,2.0,2.0,Albania,2.65,2.4,2.83,1.33,28.0,37.5,,,66.8,33.2,80.9,19.1,48.1,37.4,28.0,8.0,30.0,47.2,39.8,46.0
Czechia,1.0,2.0,Turkiye,1.67,1.33,1.41,1.23,,,,,32.8,67.2,32.7,67.3,47.4,47.4,,,,,,
Denmark,0.0,0.0,Serbia,0.67,0.19,1.11,0.99,28.9,27.8,,,53.0,47.0,66.3,33.7,51.5,38.8,24.0,18.0,65.7,30.2,30.6,41.5
Denmark,1.0,1.0,England,0.81,1.37,1.36,0.91,30.4,28.7,5.0,7.0,50.7,49.3,62.6,37.4,53.0,41.4,24.0,25.0,28.6,41.2,52.9,40.6
Dortmund,0.0,2.0,Real Madrid,1.45,0.89,1.32,1.74,29.5,28.9,,,43.1,56.9,51.3,48.7,40.9,46.9,12.0,29.0,13.0,21.4,51.3,30.1
Dortmund,1.0,0.0,PSG,1.95,1.78,1.79,1.7,33.1,29.5,,,42.9,57.1,36.2,63.8,45.4,39.4,11.0,26.0,28.5,15.8,53.5,55.2
Dortmund,1.0,1.0,Leverkusen,0.91,1.03,1.16,1.75,27.9,31.8,,,48.0,52.0,35.0,65.0,34.1,45.8,17.0,18.0,17.4,8.5,17.9,38.9
Dortmund,4.0,2.0,Atletico,2.11,2.03,1.77,1.15,,,,,51.9,48.1,59.3,40.7,46.8,37.2,,,,,,
Ecuador,1.0,2.0,Venezuela,0.84,1.51,0.94,1.82,,,,,34.5,65.5,31.2,68.8,44.0,49.1,,,,,,
Ecuador,3.0,1.0,Jamaica,2.38,0.85,1.08,0.99,,,,,45.3,54.7,50.0,50.0,49.7,45.5,,,,,,
Eintracht,1.0,5.0,Leverkusen,1.8,2.9,1.22,1.19,25.5,33.3,10.0,5.0,55.2,44.8,62.6,37.4,48.3,29.7,18.0,15.0,12.3,44.8,38.7,33.7
England,0.0,0.0,Slovenia,0.87,0.14,1.81,0.56,25.6,31.7,,,73.2,26.8,77.8,22.2,55.3,33.5,31.0,6.0,38.1,43.1,41.2,21.6
England,1.0,1.0,Switzerland,0.43,1.07,1.58,1.33,24.8,26.8,7.0,10.0,52.1,47.9,62.8,37.2,44.9,51.5,25.0,26.0,56.3,13.1,50.2,43.8
England,2.0,1.0,Slovakia,1.72,2.19,1.92,1.46,25.2,31.0,8.0,8.0,63.1,36.9,67.1,32.9,53.3,35.9,36.0,15.0,44.4,40.3,46.4,50.3
Everton,1.0,0.0,Brentford,1.29,1.05,1.42,1.37,,,,,47.8,52.2,48.2,51.8,43.7,47.6,,,,,,
Everton,1.0,0.0,Burnley,0.57,0.21,1.09,1.17,,,,,38.3,61.7,50.7,49.3,48.3,39.0,,,,,,
Everton,1.0,0.0,Sheff Utd,2.02,0.6,2.02,1.0,,,,,57.4,42.6,71.3,28.7,47.6,45.4,,,,,,
Everton,2.0,0.0,Liverpool,1.69,2.22,1.36,2.53,42.6,28.3,,,24.4,75.6,22.5,77.5,41.1,46.1,1.0,23.0,68.5,18.0,10.1,66.3
Everton,2.0,0.0,N,0.47,1.03,0.91,1.44,,,,,41.0,59.0,43.2,56.8,46.1,40.6,,,,,,
FC Heidenheim,3.0,2.0,Bayern,1.5,2.02,1.28,2.23,35.6,32.1,,,33.1,66.9,26.9,73.1,38.6,51.4,4.0,22.0,51.5,11.1,31.7,27.9
Fiorentina,1.0,2.0,Milan,1.43,2.81,1.75,1.55,39.2,27.5,,,44.5,55.5,63.2,36.8,43.1,47.3,8.0,13.0,27.2,45.8,41.2,45.2
Forest,0.0,2.0,Man City,2.13,0.93,1.49,1.37,28.5,28.7,9.0,6.0,33.7,66.3,43.0,57.0,41.3,48.9,8.0,31.0,29.4,18.3,30.2,62.2
Forest,1.0,1.0,C,0.92,0.84,1.66,1.29,,,,,59.8,40.2,63.6,36.4,45.6,44.3,,,,,,
Forest,2.0,2.0,Wolves,1.66,1.16,1.56,0.73,,,,,46.3,53.7,74.2,25.8,57.4,40.1,,,,,,
Forest,2.0,3.0,Chelsea,2.13,1.92,1.4,2.03,34.9,34.9,,,33.2,66.8,45.9,54.1,40.1,47.5,5.0,26.0,16.4,20.3,79.3,64.0
Forest,3.0,1.0,Fulham,1.38,1.01,0.95,2.67,,,,,33.8,66.2,24.0,76.0,37.6,52.6,,,,,,
France,1.0,0.0,Belgium,1.74,0.28,1.9,0.64,29.9,24.7,,,54.9,45.1,75.8,24.2,47.1,36.2,26.0,22.0,37.3,16.3,37.9,55.0
France,1.0,1.0,Poland,2.43,1.32,1.71,0.72,30.5,36.7,,,57.7,42.3,79.0,21.0,53.8,36.0,23.0,18.0,21.4,32.0,54.8,42.2
Frosinone,0.0,5.0,Inter,1.75,1.67,1.13,1.68,31.6,31.8,,,41.9,58.1,55.1,44.9,56.4,37.0,12.0,23.0,18.0,31.3,45.7,50.4
Fulham,0.0,1.0,Newcastle,0.97,1.36,1.8,0.89,,,,,66.8,33.2,71.2,28.8,47.0,44.9,,,,,,
Fulham,0.0,4.0,Man City,0.11,3.05,0.51,1.89,30.1,28.8,,,36.1,63.9,20.1,79.9,36.2,55.6,15.0,34.0,21.5,33.1,39.8,47.9
Fulham,1.0,1.0,C,1.25,1.58,1.3,1.48,,,,,53.0,47.0,36.3,63.7,38.9,51.7,,,,,,
Fulham,1.0,3.0,Liverpool,0.67,1.01,1.34,1.21,34.0,29.1,8.0,7.0,39.2,60.8,41.9,58.1,36.3,45.5,10.0,27.0,14.2,20.2,34.4,40.4
Georgia,1.0,1.0,Czechia,1.22,3.06,0.67,2.52,,,,,38.2,61.8,25.9,74.1,41.2,50.2,,,,,,
Georgia,2.0,0.0,Portugal,1.64,2.65,0.54,2.25,34.8,25.3,,,28.3,71.7,9.7,90.3,35.0,51.2,5.0,32.0,50.7,28.6,22.6,89.1
Germany,2.0,0.0,Denmark,2.53,1.2,1.7,1.24,33.1,34.7,,,54.9,45.1,56.8,43.2,46.2,43.9,21.0,15.0,10.7,33.3,47.4,55.6
Germany,2.0,0.0,Hungary,2.4,1.87,2.13,0.67,28.4,33.8,10.0,7.0,68.9,31.1,81.9,18.1,54.3,35.4,30.0,12.0,14.1,29.3,75.7,50.0
Germany,5.0,1.0,Scotland,2.04,0.02,2.08,0.37,25.0,32.1,,,72.2,27.8,89.5,10.5,57.0,36.4,35.0,5.0,12.2,65.2,74.7,36.3
Girona,4.0,2.0,Barcelona,2.0,2.74,1.56,1.95,33.6,29.0,9.0,12.0,39.9,60.1,33.7,66.3,37.7,48.9,14.0,27.0,47.3,45.4,27.1,49.9
Granada,0.0,4.0,Real Madrid,0.65,2.88,1.55,1.27,32.9,33.6,,,42.4,57.6,46.6,53.4,45.4,37.3,10.0,24.0,52.7,14.4,39.2,56.5
Hoffenheim,4.0,2.0,Bayern,2.5,1.66,1.67,1.25,32.8,28.8,,,48.4,51.6,65.4,34.6,45.7,43.0,15.0,19.0,49.1,16.8,31.7,46.8
Hungary,1.0,3.0,Switzerland,1.08,1.62,1.24,1.3,32.6,31.3,,,49.7,50.3,37.7,62.3,46.5,48.0,16.0,13.0,8.4,26.8,61.8,18.2
Inter,1.0,1.0,Lazio,1.84,0.57,1.81,1.1,24.7,31.6,,,57.2,42.8,64.3,35.7,50.0,39.7,27.0,15.0,28.8,41.5,59.3,35.7
Inter,2.0,0.0,Empoli,1.61,0.58,1.97,1.15,30.5,33.1,,,58.6,41.4,59.0,41.0,47.9,46.5,25.0,14.0,20.5,38.6,66.8,42.9
Inter,2.0,0.0,Torino,1.68,0.38,1.53,1.05,27.7,29.4,,,62.4,37.6,63.5,36.5,48.2,37.1,31.0,20.0,17.8,61.3,50.1,46.0
Inter,2.0,2.0,Cagliari,2.11,1.26,2.26,1.0,27.2,29.3,,,62.9,37.1,73.3,26.7,54.3,38.3,27.0,17.0,20.1,50.8,85.6,36.9
Italy,2.0,1.0,Albania,1.94,0.43,2.11,0.43,26.5,24.1,12.0,4.0,67.9,32.1,87.4,12.6,55.8,36.8,35.0,15.0,22.8,41.1,39.7,38.7
Jamaica,0.0,3.0,Venezuela,0.31,1.79,1.06,1.46,,,,,47.3,52.7,30.9,69.1,34.6,51.7,,,,,,
Juventus,0.0,0.0,Milan,1.22,0.34,1.52,1.4,28.3,29.2,,,51.0,49.0,57.8,42.2,45.0,38.1,17.0,18.0,12.1,25.0,48.1,46.4
Juventus,1.0,0.0,Fiorentina,2.44,0.6,0.77,1.57,35.1,23.3,,,26.3,73.7,26.3,73.7,46.6,44.0,4.0,26.0,40.1,31.0,34.4,79.0
Juventus,1.0,1.0,Salernitana,2.41,0.77,2.33,1.02,32.2,40.7,,,66.8,33.2,74.9,25.1,50.4,40.1,12.0,5.0,19.9,57.0,74.8,23.7
Juventus,2.0,0.0,Monza,1.78,0.98,1.14,1.46,32.0,25.7,,,42.6,57.4,29.1,70.9,38.1,52.0,10.0,18.0,13.8,21.3,29.0,47.6
Lazio,1.0,0.0,Juventus,1.0,0.54,1.59,1.19,26.8,35.1,,,64.3,35.7,82.4,17.6,55.3,39.8,22.0,8.0,22.2,33.0,50.4,41.3
Leverkusen,2.0,0.0,West Ham,2.45,0.14,2.59,0.44,31.2,33.3,19.0,1.0,72.6,27.4,89.6,10.4,57.0,32.3,34.0,8.0,25.8,49.7,77.6,26.5
Leverkusen,2.0,1.0,Augsburg,2.17,1.53,1.76,1.32,30.1,32.9,,,65.0,35.0,72.7,27.3,46.6,37.6,40.0,11.0,20.5,40.4,76.7,37.1
Leverkusen,2.0,1.0,Hoffenheim,3.14,0.52,3.62,0.91,27.4,34.3,21.0,2.0,67.9,32.1,86.7,13.3,56.0,27.4,24.0,7.0,23.8,36.1,74.7,46.8
Leverkusen,2.0,2.0,Roma,3.33,2.77,2.56,1.08,32.1,30.0,,,59.1,40.9,80.8,19.2,52.2,43.7,23.0,10.0,52.8,28.3,30.1,37.5
Leverkusen,2.0,2.0,Stuttgart,1.58,1.61,0.97,1.14,32.8,32.5,,,49.3,50.7,67.3,32.7,50.9,40.7,8.0,15.0,25.6,13.5,17.2,35.6
Leverkusen,5.0,0.0,Werder Bremen,3.39,1.13,2.13,0.97,31.3,29.3,,,55.9,44.1,72.4,27.6,51.7,37.0,30.0,17.0,12.7,25.2,52.4,46.0
Liverpool,0.0,1.0,C,3.19,1.95,3.12,1.34,28.1,39.0,18.0,7.0,68.8,31.2,82.7,17.3,47.0,38.2,29.0,7.0,18.6,68.7,60.2,0.0
Liverpool,0.0,3.0,Atalanta,1.86,2.99,2.22,1.25,31.1,43.7,,,69.3,30.7,65.0,35.0,43.1,47.8,18.0,2.0,18.7,62.2,40.7,21.0
Liverpool,2.0,0.0,Wolves,5.7,0.62,3.12,0.39,32.4,33.2,27.0,3.0,67.2,32.8,87.7,12.3,50.5,35.5,27.0,5.0,25.0,56.1,72.5,23.5
Liverpool,2.0,1.0,Brighton,3.19,0.57,2.02,1.21,31.3,34.6,,,55.2,44.8,70.9,29.1,51.4,35.5,24.0,12.0,26.6,8.5,73.1,41.0
Liverpool,3.0,1.0,Sheff Utd,2.79,0.65,2.85,0.67,27.1,43.3,15.0,3.0,82.5,17.5,93.2,6.8,55.8,35.4,38.0,1.0,19.3,61.5,79.9,11.7
Liverpool,4.0,2.0,Spurs,2.99,1.42,2.49,1.31,36.9,35.3,,,45.7,54.3,51.5,48.5,38.6,46.6,13.0,17.0,31.3,28.3,45.3,34.9
Lorient,1.0,4.0,PSG,1.15,1.69,1.41,1.34,32.3,26.0,,,41.1,58.9,58.5,41.5,49.2,39.3,11.0,28.0,30.8,39.6,31.3,22.2
Luton,1.0,1.0,Everton,1.4,1.39,1.66,1.55,,,,,50.9,49.1,52.6,47.4,48.0,47.2,,,,,,
Luton,1.0,5.0,Brentford,0.47,3.85,0.99,1.93,,,,,52.3,47.7,45.8,54.2,46.9,45.6,,,,,,
Luton,2.0,1.0,Bournemouth,1.56,0.45,1.62,1.1,,,,,55.8,44.2,63.6,36.4,50.4,48.9,,,,,,
Luton,2.0,4.0,Fulham,2.02,0.98,0.87,1.71,,,,,40.5,59.5,38.5,61.5,52.9,36.1,,,,,,
Mallorca,0.0,1.0,Real Madrid,0.89,1.58,1.28,1.1,33.7,29.3,,,44.2,55.8,44.6,55.4,42.8,46.6,13.0,23.0,61.5,63.2,44.3,71.2
Man City,0.0,0.0,Arsenal,1.24,0.55,1.86,0.7,24.1,37.4,9.0,5.0,72.1,27.9,80.1,19.9,53.2,39.8,34.0,4.0,44.6,54.7,29.4,21.1
Man City,1.0,0.0,Chelsea,0.66,0.99,1.63,1.0,31.3,32.3,9.0,5.0,61.7,38.3,78.3,21.7,49.5,40.1,23.0,14.0,32.5,28.1,42.9,35.8
Man City,1.0,1.0,Real Madrid,2.99,1.44,2.81,0.99,26.7,30.5,,,67.1,32.9,91.5,8.5,59.2,35.4,38.0,10.0,20.7,45.8,69.2,14.0
Man City,1.0,2.0,Man Utd,1.25,1.1,1.73,0.65,23.7,35.9,10.0,6.0,73.0,27.0,89.8,10.2,46.2,40.8,24.0,6.0,16.3,36.9,91.4,44.5
Man City,3.0,1.0,West Ham,2.16,0.31,2.42,0.51,24.1,29.5,,,72.2,27.8,94.8,5.2,58.6,27.0,31.0,10.0,0.0,39.4,0.0,30.5
Man City,4.0,1.0,Aston Villa,3.53,1.41,2.24,0.91,27.0,30.4,,,67.2,32.8,87.2,12.8,56.3,35.8,33.0,12.0,25.2,34.6,33.8,26.8
Man City,5.0,1.0,Luton,3.99,0.64,3.33,0.45,23.9,35.1,,,73.2,26.8,95.9,4.1,57.8,30.0,38.0,4.0,8.0,44.2,26.7,25.6
Man City,5.0,1.0,Wolves,4.03,0.44,2.48,0.62,29.6,26.1,,,58.3,41.7,80.2,19.8,55.7,37.7,29.0,16.0,42.3,48.0,47.3,10.4
Man Utd,0.0,1.0,Arsenal,0.61,1.62,0.85,1.7,28.4,26.9,,,54.2,45.8,59.3,40.7,44.2,39.0,15.0,15.0,8.6,39.3,58.1,29.0
Man Utd,1.0,1.0,Burnley,2.66,1.92,1.71,0.93,36.3,28.1,15.0,10.0,47.9,52.1,57.5,42.5,43.9,44.1,5.0,12.0,8.2,13.7,29.0,28.0
Man Utd,2.0,2.0,Liverpool,0.85,4.53,0.98,2.33,33.9,30.3,,,37.9,62.1,26.3,73.7,34.3,51.8,10.0,19.0,24.7,16.7,23.3,59.3
Man Utd,3.0,2.0,Newcastle,1.46,2.29,1.47,2.4,33.4,29.9,14.0,14.0,45.3,54.7,42.5,57.5,43.0,42.7,8.0,8.0,49.3,37.7,37.1,49.1
Man Utd,4.0,2.0,Sheff Utd,3.6,1.33,2.22,0.65,26.2,33.8,,,70.8,29.2,82.2,17.8,54.8,37.2,32.0,6.0,23.7,32.0,42.4,37.7
Marseille,0.0,2.0,PSG,1.24,1.52,1.5,0.78,29.2,29.1,,,47.2,52.8,70.8,29.2,48.4,39.3,10.0,17.0,42.4,41.6,20.0,35.4
Metz,0.0,2.0,PSG,1.04,2.38,0.73,2.24,35.3,25.6,,,24.2,75.8,22.8,77.2,40.4,50.5,2.0,33.0,59.7,19.6,4.5,71.9
Mexico,0.0,0.0,Ecuador,1.23,0.39,1.55,0.67,,,,,59.3,40.7,69.4,30.6,45.9,41.5,,,,,,
Mexico,1.0,0.0,Jamaica,1.48,0.43,1.7,0.94,,,,,60.9,39.1,68.4,31.6,41.6,42.6,,,,,,
Milan,0.0,1.0,Roma,1.67,0.9,1.96,1.2,29.4,32.1,,,53.5,46.5,58.0,42.0,55.9,32.0,19.0,17.0,19.3,16.0,64.4,25.6
Milan,1.0,2.0,Inter,2.03,1.53,2.08,1.42,30.3,32.0,,,52.1,47.9,67.0,33.0,44.4,42.7,17.0,13.0,28.4,29.0,63.6,39.5
Milan,3.0,0.0,Lecce,1.74,0.79,1.84,1.12,31.2,31.6,,,64.0,36.0,63.9,36.1,48.0,38.2,34.0,13.0,6.4,28.8,64.2,57.1
Milan,3.0,3.0,Genoa,2.64,0.95,2.11,0.99,30.5,31.3,,,59.2,40.8,77.1,22.9,51.5,40.7,20.0,9.0,9.0,38.9,65.2,44.4
Milan,3.0,3.0,Salernitana,2.78,1.75,2.81,1.05,31.3,34.1,,,66.2,33.8,79.2,20.8,48.5,34.7,23.0,8.0,17.7,49.0,63.2,19.4
Milan,5.0,1.0,Cagliari,3.06,1.47,1.38,0.77,26.9,30.3,,,65.8,34.2,75.9,24.1,45.5,39.7,30.0,4.0,15.9,28.2,60.6,33.9
Montpellier,2.0,6.0,PSG,2.2,2.36,0.84,1.3,36.5,28.6,7.0,8.0,32.9,67.1,32.1,67.9,37.5,52.2,5.0,33.0,20.2,13.5,55.1,73.1
Netherlands,0.0,0.0,France,0.52,1.02,0.64,1.78,29.5,26.7,4.0,8.0,37.7,62.3,31.1,68.9,43.5,51.2,17.0,28.0,20.0,12.0,55.6,41.9
Netherlands,1.0,2.0,England,0.59,1.35,1.15,1.08,27.2,27.2,,,41.4,58.6,35.5,64.5,41.3,50.1,17.0,25.0,22.8,42.0,30.5,50.5
Netherlands,2.0,1.0,Turkiye,0.92,1.69,1.52,1.21,28.6,26.4,,,59.1,40.9,71.9,28.1,46.8,41.8,22.0,12.0,36.3,31.6,32.0,23.8
Netherlands,2.0,3.0,Austria,2.05,0.99,1.79,0.96,34.4,29.7,9.0,5.0,53.0,47.0,51.2,48.8,49.6,45.9,14.0,8.0,10.6,19.2,52.5,47.8
Newcastle,1.0,1.0,Brighton,2.73,1.65,1.98,1.22,,,,,55.5,44.5,61.2,38.8,53.7,41.0,,,,,,
Newcastle,1.0,1.0,Everton,2.17,1.62,1.62,1.3,,,,,57.6,42.4,62.0,38.0,46.4,41.2,,,,,,
Newcastle,4.0,0.0,Spurs,3.02,0.71,2.03,1.26,41.9,28.2,,,27.5,72.5,26.4,73.6,49.0,48.6,2.0,20.0,64.8,20.3,10.7,37.8
Newcastle,4.0,3.0,West Ham,3.73,1.55,1.62,1.09,,,,,59.3,40.7,73.2,26.8,46.8,39.0,,,,,,
